mV	°C	bar abs	Zeit	Datum
0,131154	20,7871	1,02407	08:33:02	31.10.2023
0,1194	20,7541	1,02435	08:33:12	31.10.2023
0,127368	20,9522	1,02464	08:33:22	31.10.2023
0,131931	20,8559	1,02349	08:33:32	31.10.2023
0,119426	20,7563	1,02346	08:33:42	31.10.2023
0,135645	20,6568	1,02412	08:33:52	31.10.2023
0,132024	21,427	1,02453	08:34:02	31.10.2023
0,137314	20,7821	1,02409	08:34:12	31.10.2023
0,14585	20,9449	1,02406	08:34:22	31.10.2023
0,112801	20,9543	1,02387	08:34:32	31.10.2023
0,122715	20,6718	1,02358	08:34:42	31.10.2023
0,135227	21,0281	1,02447	08:34:52	31.10.2023
0,149099	20,8708	1,02365	08:35:02	31.10.2023
0,132611	20,9453	1,02427	08:35:12	31.10.2023
0,130428	20,8639	1,02365	08:35:22	31.10.2023
0,114569	21,2129	1,02383	08:35:32	31.10.2023
0,129395	21,1652	1,0236	08:35:42	31.10.2023
0,126201	20,8008	1,02365	08:35:52	31.10.2023
0,127032	20,6664	1,02366	08:36:02	31.10.2023
0,125811	21,1771	1,02451	08:36:12	31.10.2023
0,135323	21,0813	1,02338	08:36:22	31.10.2023
0,122916	20,8825	1,02451	08:36:32	31.10.2023
0,126362	20,9396	1,02375	08:36:42	31.10.2023
0,139411	20,7849	1,02447	08:36:52	31.10.2023
0,12794	20,8383	1,02406	08:37:02	31.10.2023
0,137653	20,7708	1,02376	08:37:12	31.10.2023
0,142484	20,5557	1,02503	08:37:22	31.10.2023
0,117345	20,8504	1,0237	08:37:32	31.10.2023
0,115337	20,7562	1,02385	08:37:42	31.10.2023
0,141043	20,8516	1,02462	08:37:52	31.10.2023
0,130591	20,5643	1,02361	08:38:02	31.10.2023
0,114243	20,8423	1,02347	08:38:12	31.10.2023
0,132005	21,2339	1,02393	08:38:22	31.10.2023
0,136498	21,0658	1,02469	08:38:32	31.10.2023
0,134434	20,8674	1,02393	08:38:42	31.10.2023
0,121694	20,8543	1,02431	08:38:52	31.10.2023
0,102471	21,2226	1,02381	08:39:02	31.10.2023
0,150188	20,7969	1,02474	08:39:12	31.10.2023
0,116996	20,6633	1,02379	08:39:22	31.10.2023
0,115232	21,1045	1,02472	08:39:32	31.10.2023
0,128964	20,7072	1,0238	08:39:42	31.10.2023
0,109056	20,6541	1,02322	08:39:52	31.10.2023
0,0996505	21,0057	1,02436	08:40:02	31.10.2023
0,12605	20,8798	1,02378	08:40:12	31.10.2023
0,133038	20,7676	1,02375	08:40:22	31.10.2023
0,123208	21,0116	1,0246	08:40:32	31.10.2023
0,126457	20,884	1,02441	08:40:42	31.10.2023
0,131942	21,2766	1,02455	08:40:52	31.10.2023
0,114619	21,1031	1,02377	08:41:02	31.10.2023
0,115416	20,7552	1,02414	08:41:12	31.10.2023
0,131331	21,15	1,02367	08:41:22	31.10.2023
0,138236	21,1542	1,02433	08:41:32	31.10.2023
0,126539	20,6656	1,02388	08:41:42	31.10.2023
0,127971	20,8486	1,02338	08:41:52	31.10.2023
0,118721	20,7575	1,02346	08:42:02	31.10.2023
0,130045	20,8503	1,02384	08:42:12	31.10.2023
0,134935	21,0447	1,02432	08:42:22	31.10.2023
0,104811	20,9596	1,02435	08:42:32	31.10.2023
0,121123	20,7782	1,0241	08:42:42	31.10.2023
0,112869	21,3597	1,02372	08:42:52	31.10.2023
0,130689	20,7668	1,02374	08:43:02	31.10.2023
0,113024	21,4218	1,02409	08:43:12	31.10.2023
0,114585	21,0472	1,02376	08:43:22	31.10.2023
0,120076	20,8704	1,02376	08:43:32	31.10.2023
0,129557	20,7543	1,02424	08:43:42	31.10.2023
0,117271	21,4481	1,02415	08:43:52	31.10.2023
0,12324	21,0602	1,02397	08:44:02	31.10.2023
0,142837	20,6623	1,02463	08:44:12	31.10.2023
0,126643	20,6541	1,02417	08:44:22	31.10.2023
0,133393	20,751	1,02397	08:44:32	31.10.2023
0,119658	20,9469	1,02443	08:44:42	31.10.2023
0,121608	20,7629	1,02361	08:44:52	31.10.2023
0,139136	20,6592	1,0243	08:45:02	31.10.2023
0,14209	20,7482	1,02362	08:45:12	31.10.2023
0,109391	20,7541	1,02393	08:45:22	31.10.2023
0,134147	21,2172	1,02387	08:45:32	31.10.2023
0,132942	20,794	1,02386	08:45:42	31.10.2023
0,131266	20,9373	1,02386	08:45:52	31.10.2023
0,137699	20,7723	1,02359	08:46:02	31.10.2023
0,1238	20,9349	1,02471	08:46:12	31.10.2023
0,123909	20,8645	1,02441	08:46:22	31.10.2023
0,119048	20,6756	1,02348	08:46:32	31.10.2023
0,137682	21,0087	1,02345	08:46:42	31.10.2023
0,138423	20,8782	1,02363	08:46:52	31.10.2023
0,122174	20,5923	1,02408	08:47:02	31.10.2023
0,106233	20,8141	1,02348	08:47:12	31.10.2023
0,115333	20,8543	1,02387	08:47:22	31.10.2023
0,133344	21,1954	1,02437	08:47:32	31.10.2023
0,134531	20,8308	1,0242	08:47:42	31.10.2023
0,126223	20,67	1,02336	08:47:52	31.10.2023
0,120826	20,7376	1,02464	08:48:02	31.10.2023
0,126074	20,7541	1,02348	08:48:12	31.10.2023
0,121935	20,952	1,02443	08:48:22	31.10.2023
0,114608	21,1508	1,02503	08:48:32	31.10.2023
0,130214	20,6652	1,02428	08:48:42	31.10.2023
0,12104	20,6541	1,02359	08:48:52	31.10.2023
0,135578	20,7507	1,02394	08:49:02	31.10.2023
0,136654	20,8502	1,02368	08:49:12	31.10.2023
0,123726	20,8543	1,02412	08:49:22	31.10.2023
0,132342	20,8543	1,02452	08:49:32	31.10.2023
0,131226	21,0423	1,0241	08:49:42	31.10.2023
0,125187	21,0542	1,0246	08:49:52	31.10.2023
0,143375	21,4249	1,02474	08:50:02	31.10.2023
0,124673	20,7174	1,02394	08:50:12	31.10.2023
0,115936	20,7456	1,02404	08:50:22	31.10.2023
0,135725	21,1176	1,02406	08:50:32	31.10.2023
0,115066	20,8835	1,02362	08:50:42	31.10.2023
0,121608	20,7645	1,02356	08:50:52	31.10.2023
0,12746	20,7541	1,02356	08:51:02	31.10.2023
0,108213	20,9308	1,02356	08:51:12	31.10.2023
0,138839	20,8668	1,02459	08:51:22	31.10.2023
0,129758	20,6802	1,02373	08:51:32	31.10.2023
0,126612	20,7405	1,02373	08:51:42	31.10.2023
0,122986	20,7541	1,02451	08:51:52	31.10.2023
0,128602	20,7541	1,02374	08:52:02	31.10.2023
0,133633	21,0919	1,02435	08:52:12	31.10.2023
0,134309	20,9028	1,02415	08:52:22	31.10.2023
0,12497	20,7542	1,02425	08:52:32	31.10.2023
0,124742	21,3158	1,02517	08:52:42	31.10.2023
0,11521	20,984	1,02488	08:52:52	31.10.2023
0,127801	20,8625	1,02377	08:53:02	31.10.2023
0,138256	20,8543	1,02446	08:53:12	31.10.2023
0,121674	20,9447	1,02376	08:53:22	31.10.2023
0,131601	20,9543	1,02339	08:53:32	31.10.2023
0,133444	20,776	1,02362	08:53:42	31.10.2023
0,127147	21,0194	1,02452	08:53:52	31.10.2023
0,141862	21,1419	1,02422	08:54:02	31.10.2023
0,145173	20,8931	1,02441	08:54:12	31.10.2023
0,122495	20,7676	1,02419	08:54:22	31.10.2023
0,121378	21,2695	1,02415	08:54:32	31.10.2023
0,116221	20,7575	1,02365	08:54:42	31.10.2023
0,13094	20,9078	1,02396	08:54:52	31.10.2023
0,130833	20,7865	1,02376	08:55:02	31.10.2023
0,132359	20,8539	1,02346	08:55:12	31.10.2023
0,118854	21,0525	1,02492	08:55:22	31.10.2023
0,131938	20,9556	1,02408	08:55:32	31.10.2023
0,125699	20,8562	1,02396	08:55:42	31.10.2023
0,12173	21,0492	1,02462	08:55:52	31.10.2023
0,128652	20,7636	1,02446	08:56:02	31.10.2023
0,122629	20,8505	1,02417	08:56:12	31.10.2023
0,130889	20,8543	1,02369	08:56:22	31.10.2023
0,125063	20,8543	1,02421	08:56:32	31.10.2023
0,133925	21,0435	1,02778	08:56:42	31.10.2023
0,136567	20,8661	1,02369	08:56:52	31.10.2023
0,120262	20,7608	1,02364	08:57:02	31.10.2023
0,133411	20,6614	1,02348	08:57:12	31.10.2023
0,118094	20,7462	1,02391	08:57:22	31.10.2023
0,121338	21,3943	1,02378	08:57:32	31.10.2023
0,142749	21,0005	1,02376	08:57:42	31.10.2023
0,122913	20,9543	1,02358	08:57:52	31.10.2023
0,113009	20,8648	1,02417	08:58:02	31.10.2023
0,127148	20,9431	1,02731	08:58:12	31.10.2023
0,1177	20,8678	1,02426	08:58:22	31.10.2023
0,139479	20,8543	1,024	08:58:32	31.10.2023
0,125266	20,8543	1,02639	08:58:42	31.10.2023
0,117723	20,939	1,02543	08:58:52	31.10.2023
0,133753	20,8704	1,02338	08:59:02	31.10.2023
0,129341	20,7543	1,02414	08:59:12	31.10.2023
0,125353	20,655	1,02357	08:59:22	31.10.2023
0,131927	20,8514	1,02405	08:59:32	31.10.2023
0,12175	20,7561	1,02338	08:59:42	31.10.2023
0,117784	20,8518	1,02499	08:59:52	31.10.2023
0,129355	20,8543	1,02429	09:00:02	31.10.2023
0,121878	20,9505	1,02453	09:00:12	31.10.2023
0,127797	21,1454	1,02436	09:00:22	31.10.2023
0,11279	20,8692	1,02361	09:00:32	31.10.2023
0,112212	20,9488	1,0242	09:00:42	31.10.2023
0,133219	20,7665	1,02389	09:00:52	31.10.2023
0,120889	20,8475	1,02422	09:01:02	31.10.2023
0,124545	20,8543	1,0238	09:01:12	31.10.2023
0,120429	21,1298	1,02438	09:01:22	31.10.2023
0,114256	20,7888	1,02374	09:01:32	31.10.2023
0,13556	20,7541	1,02348	09:01:42	31.10.2023
0,138907	21,0243	1,02726	09:01:52	31.10.2023
0,121874	20,786	1,02415	09:02:02	31.10.2023
0,139304	20,8431	1,02444	09:02:12	31.10.2023
0,122329	20,6776	1,02369	09:02:22	31.10.2023
0,121506	21,0044	1,02399	09:02:32	31.10.2023
0,13805	20,8597	1,02482	09:02:42	31.10.2023
0,13903	21,048	1,02418	09:02:52	31.10.2023
0,121317	20,6686	1,02378	09:03:02	31.10.2023
0,124721	20,8458	1,02441	09:03:12	31.10.2023
0,115718	20,8543	1,02445	09:03:22	31.10.2023
0,12671	20,7596	1,0239	09:03:32	31.10.2023
0,109938	20,942	1,02441	09:03:42	31.10.2023
0,119482	21,1404	1,02463	09:03:52	31.10.2023
0,111977	20,7848	1,02456	09:04:02	31.10.2023
0,149535	20,7541	1,02402	09:04:12	31.10.2023
0,122571	20,9365	1,02378	09:04:22	31.10.2023
0,121551	21,1351	1,02473	09:04:32	31.10.2023
0,133896	20,8851	1,02458	09:04:42	31.10.2023
0,138658	20,7652	1,02656	09:04:52	31.10.2023
0,121354	20,8427	1,02433	09:05:02	31.10.2023
0,135503	20,7662	1,02405	09:05:12	31.10.2023
0,119989	20,8416	1,0273	09:05:22	31.10.2023
0,121207	20,8543	1,0252	09:05:32	31.10.2023
0,106506	20,8543	1,02441	09:05:42	31.10.2023
0,114589	20,7687	1,02418	09:05:52	31.10.2023
0,129753	20,924	1,0259	09:06:02	31.10.2023
0,122487	20,87	1,02456	09:06:12	31.10.2023
0,097402	20,9381	1,02387	09:06:22	31.10.2023
0,114601	20,7545	1,02454	09:06:32	31.10.2023
0,130449	20,953	1,02426	09:06:42	31.10.2023
0,139032	20,8557	1,02444	09:06:52	31.10.2023
0,117907	20,7562	1,02378	09:07:02	31.10.2023
0,1411	21,2414	1,02338	09:07:12	31.10.2023
0,135216	20,6731	1,02384	09:07:22	31.10.2023
0,112814	20,6541	1,02405	09:07:32	31.10.2023
0,129785	20,8453	1,02424	09:07:42	31.10.2023
0,128845	20,8543	1,02425	09:07:52	31.10.2023
0,119746	20,9485	1,02444	09:08:02	31.10.2023
0,131285	21,1413	1,02427	09:08:12	31.10.2023
0,121531	20,6894	1,02334	09:08:22	31.10.2023
0,117202	20,7463	1,02344	09:08:32	31.10.2023
0,13746	20,8458	1,02382	09:08:42	31.10.2023
0,146316	20,7633	1,02386	09:08:52	31.10.2023
0,128184	21,0245	1,02404	09:09:02	31.10.2023
0,127133	20,9649	1,02371	09:09:12	31.10.2023
0,135736	20,7766	1,02331	09:09:22	31.10.2023
0,11622	20,666	1,02343	09:09:32	31.10.2023
0,115191	20,4794	1,02363	09:09:42	31.10.2023
0,131377	20,8019	1,02434	09:09:52	31.10.2023
0,125225	20,9406	1,02462	09:10:02	31.10.2023
0,144669	20,8685	1,02616	09:10:12	31.10.2023
0,14431	20,8543	1,02477	09:10:22	31.10.2023
0,132921	20,7694	1,02404	09:10:32	31.10.2023
0,108252	21,0904	1,02386	09:10:42	31.10.2023
0,124375	20,9874	1,02356	09:10:52	31.10.2023
0,122019	20,7552	1,02453	09:11:02	31.10.2023
0,141943	20,9518	1,02465	09:11:12	31.10.2023
0,121047	20,8561	1,02417	09:11:22	31.10.2023
0,107634	21,0493	1,02387	09:11:32	31.10.2023
0,130708	20,8607	1,02442	09:11:42	31.10.2023
0,131921	20,7579	1,0237	09:11:52	31.10.2023
0,12046	20,85	1,02404	09:12:02	31.10.2023
0,126952	20,759	1,02331	09:12:12	31.10.2023
0,118143	20,9431	1,02391	09:12:22	31.10.2023
0,134221	21,0479	1,02736	09:12:32	31.10.2023
0,120377	20,7913	1,02377	09:12:42	31.10.2023
0,123355	20,7541	1,02628	09:12:52	31.10.2023
0,117201	20,6686	1,02751	09:13:02	31.10.2023
0,129753	20,6541	1,02472	09:13:12	31.10.2023
0,121823	20,8226	1,02703	09:13:22	31.10.2023
0,122778	20,7707	1,0239	09:13:32	31.10.2023
0,131893	21,1518	1,02473	09:13:42	31.10.2023
0,12298	20,8576	1,02524	09:13:52	31.10.2023
0,116971	20,7559	1,02371	09:14:02	31.10.2023
0,134901	20,8519	1,02413	09:14:12	31.10.2023
0,125793	20,8543	1,02425	09:14:22	31.10.2023
0,127943	20,9508	1,02804	09:14:32	31.10.2023
0,133364	20,7623	1,02362	09:14:42	31.10.2023
0,122102	20,7541	1,02691	09:14:52	31.10.2023
0,120927	21,1319	1,02463	09:15:02	31.10.2023
0,144167	20,9666	1,02372	09:15:12	31.10.2023
0,12226	21,0473	1,02448	09:15:22	31.10.2023
0,131252	20,8694	1,02383	09:15:32	31.10.2023
0,126801	21,0377	1,02438	09:15:42	31.10.2023
0,127875	20,7808	1,02714	09:15:52	31.10.2023
0,113511	21,2067	1,02486	09:16:02	31.10.2023
0,12156	20,9848	1,02658	09:16:12	31.10.2023
0,120329	20,9543	1,02378	09:16:22	31.10.2023
0,116557	20,6883	1,02431	09:16:32	31.10.2023
0,134446	20,6541	1,02368	09:16:42	31.10.2023
0,124117	20,7412	1,02356	09:16:52	31.10.2023
0,139768	20,8407	1,0244	09:17:02	31.10.2023
0,125698	20,9402	1,02455	09:17:12	31.10.2023
0,133499	20,8691	1,02405	09:17:22	31.10.2023
0,112773	20,9387	1,02406	09:17:32	31.10.2023
0,1245	20,8705	1,02415	09:17:42	31.10.2023
0,117873	20,8543	1,02367	09:17:52	31.10.2023
0,131389	20,7548	1,02414	09:18:02	31.10.2023
0,119829	20,9518	1,02434	09:18:12	31.10.2023
0,10989	20,5615	1,02571	09:18:22	31.10.2023
0,129331	20,8467	1,02421	09:18:32	31.10.2023
0,134999	20,9512	1,02434	09:18:42	31.10.2023
0,132786	20,7614	1,02794	09:18:52	31.10.2023
0,135793	20,7541	1,02794	09:19:02	31.10.2023
0,108507	20,7541	1,02383	09:19:12	31.10.2023
0,109745	20,8488	1,02448	09:19:22	31.10.2023
0,131611	20,7603	1,02676	09:19:32	31.10.2023
0,121545	21,2203	1,02383	09:19:42	31.10.2023
0,120893	20,7919	1,02673	09:19:52	31.10.2023
0,129713	20,9379	1,02613	09:20:02	31.10.2023
0,106279	20,7717	1,02712	09:20:12	31.10.2023
0,129	20,7541	1,02395	09:20:22	31.10.2023
0,128264	20,8445	1,02374	09:20:32	31.10.2023
0,127995	20,8543	1,02367	09:20:42	31.10.2023
0,115866	20,9434	1,02479	09:20:52	31.10.2023
0,124496	21,2197	1,02443	09:21:02	31.10.2023
0,127036	21,0783	1,02452	09:21:12	31.10.2023
0,103422	21,1415	1,02378	09:21:22	31.10.2023
0,116348	21,1542	1,02485	09:21:32	31.10.2023
0,130922	20,8963	1,02404	09:21:42	31.10.2023
0,101968	21,0249	1,02461	09:21:52	31.10.2023
0,125719	21,0542	1,02749	09:22:02	31.10.2023
0,118898	20,8016	1,02714	09:22:12	31.10.2023
0,124318	20,8379	1,02694	09:22:22	31.10.2023
0,141578	21,1529	1,02753	09:22:32	31.10.2023
0,134234	20,6873	1,02451	09:22:42	31.10.2023
0,138684	21,023	1,02489	09:22:52	31.10.2023
0,137578	20,7794	1,02388	09:23:02	31.10.2023
0,138921	20,6632	1,02313	09:23:12	31.10.2023
0,126766	20,8348	1,02342	09:23:22	31.10.2023
0,116297	20,7645	1,02425	09:23:32	31.10.2023
0,103967	20,7541	1,02417	09:23:42	31.10.2023
0,114065	21,0194	1,02372	09:23:52	31.10.2023
0,130134	20,7907	1,02357	09:24:02	31.10.2023
0,128447	20,9288	1,02553	09:24:12	31.10.2023
0,138404	20,8677	1,02415	09:24:22	31.10.2023
0,12468	20,8543	1,02352	09:24:32	31.10.2023
0,127937	20,9396	1,02672	09:24:42	31.10.2023
0,117934	20,8696	1,02436	09:24:52	31.10.2023
0,129622	20,7701	1,02406	09:25:02	31.10.2023
0,129267	21,0045	1,02406	09:25:12	31.10.2023
0,137413	20,9549	1,02406	09:25:22	31.10.2023
0,105377	20,8553	1,02338	09:25:32	31.10.2023
0,138156	20,7556	1,02413	09:25:42	31.10.2023
0,142166	20,6563	1,02406	09:25:52	31.10.2023
0,13288	20,5571	1,02692	09:26:02	31.10.2023
0,137359	21,0365	1,02429	09:26:12	31.10.2023
0,136698	21,0542	1,02443	09:26:22	31.10.2023
0,105458	20,8639	1,02426	09:26:32	31.10.2023
0,111114	21,043	1,02407	09:26:42	31.10.2023
0,139915	20,773	1,02351	09:26:52	31.10.2023
0,1079	20,9404	1,02409	09:27:02	31.10.2023
0,132549	20,8618	1,02461	09:27:12	31.10.2023
0,107825	20,6702	1,02384	09:27:22	31.10.2023
0,116866	20,7455	1,02394	09:27:32	31.10.2023
0,131519	20,7541	1,02351	09:27:42	31.10.2023
0,124093	20,7541	1,02425	09:27:52	31.10.2023
0,123976	20,7541	1,02725	09:28:02	31.10.2023
0,130441	21,109	1,02468	09:28:12	31.10.2023
0,118464	20,7139	1,02339	09:28:22	31.10.2023
0,120446	20,7415	1,02686	09:28:32	31.10.2023
0,128539	20,7541	1,02395	09:28:42	31.10.2023
0,126119	20,6678	1,0242	09:28:52	31.10.2023
0,14894	20,911	1,02411	09:29:02	31.10.2023
0,142931	21,1241	1,02672	09:29:12	31.10.2023
0,133303	21,0699	1,02347	09:29:22	31.10.2023
0,138645	20,8031	1,02701	09:29:32	31.10.2023
0,121177	20,7541	1,02753	09:29:42	31.10.2023
0,124348	20,8535	1,02764	09:29:52	31.10.2023
0,135084	21,0514	1,02745	09:30:02	31.10.2023
0,134315	20,8583	1,02552	09:30:12	31.10.2023
0,117161	20,9518	1,02382	09:30:22	31.10.2023
0,109196	20,8574	1,02413	09:30:32	31.10.2023
0,107516	21,1429	1,02406	09:30:42	31.10.2023
0,143421	21,1542	1,02378	09:30:52	31.10.2023
0,108099	20,7742	1,02367	09:31:02	31.10.2023
0,127057	20,7541	1,02403	09:31:12	31.10.2023
0,122756	21,1284	1,02433	09:31:22	31.10.2023
0,123959	20,7825	1,02444	09:31:32	31.10.2023
0,120362	20,8465	1,02445	09:31:42	31.10.2023
0,13036	20,7626	1,02401	09:31:52	31.10.2023
0,120948	20,8454	1,02458	09:32:02	31.10.2023
0,122274	20,8543	1,02368	09:32:12	31.10.2023
0,126065	20,6746	1,02452	09:32:22	31.10.2023
0,112879	20,8323	1,02352	09:32:32	31.10.2023
0,12744	20,7552	1,02423	09:32:42	31.10.2023
0,127218	21,0494	1,02444	09:32:52	31.10.2023
0,138145	20,9566	1,02445	09:33:02	31.10.2023
0,126623	20,8573	1,02416	09:33:12	31.10.2023
0,126417	21,1429	1,02434	09:33:22	31.10.2023
0,135597	20,6758	1,02332	09:33:32	31.10.2023
0,126009	21,0342	1,02447	09:33:42	31.10.2023
0,124873	20,9598	1,02409	09:33:52	31.10.2023
0,12934	20,7666	1,02654	09:34:02	31.10.2023
0,117658	20,7541	1,02373	09:34:12	31.10.2023
0,133235	20,7541	1,02328	09:34:22	31.10.2023
0,136513	20,7541	1,02335	09:34:32	31.10.2023
0,126475	20,9364	1,02443	09:34:42	31.10.2023
0,129971	21,135	1,02411	09:34:52	31.10.2023
0,132518	20,7054	1,02397	09:35:02	31.10.2023
0,124158	20,7433	1,0237	09:35:12	31.10.2023
0,132477	21,197	1,02417	09:35:22	31.10.2023
0,123666	20,7266	1,02425	09:35:32	31.10.2023
0,136454	20,7414	1,02733	09:35:42	31.10.2023
0,133392	20,9277	1,02477	09:35:52	31.10.2023
0,13273	20,7817	1,024	09:36:02	31.10.2023
0,125869	20,7541	1,02345	09:36:12	31.10.2023
0,128918	20,6692	1,0256	09:36:22	31.10.2023
0,127549	20,8228	1,02416	09:36:32	31.10.2023
0,125193	20,9381	1,02465	09:36:42	31.10.2023
0,127505	20,8544	1,02445	09:36:52	31.10.2023
0,129318	20,755	1,02397	09:37:02	31.10.2023
0,128788	20,8527	1,02453	09:37:12	31.10.2023
0,135033	21,1473	1,02408	09:37:22	31.10.2023
0,114148	20,8632	1,02349	09:37:32	31.10.2023
0,126123	21,047	1,02431	09:37:42	31.10.2023
0,136374	20,8628	1,02454	09:37:52	31.10.2023
0,122975	21,0446	1,02464	09:38:02	31.10.2023
0,130039	20,7704	1,02345	09:38:12	31.10.2023
0,137888	20,8484	1,02797	09:38:22	31.10.2023
0,127052	21,0409	1,02394	09:38:32	31.10.2023
0,129385	20,9616	1,02419	09:38:42	31.10.2023
0,141366	21,2306	1,02408	09:38:52	31.10.2023
0,119564	20,8893	1,02343	09:39:02	31.10.2023
0,12789	20,8543	1,02407	09:39:12	31.10.2023
0,143917	21,1243	1,0245	09:39:22	31.10.2023
0,126766	21,2436	1,02718	09:39:32	31.10.2023
0,121997	21,1655	1,02501	09:39:42	31.10.2023
0,128038	20,8897	1,02456	09:39:52	31.10.2023
0,134397	20,5914	1,02438	09:40:02	31.10.2023
0,12324	20,7283	1,02435	09:40:12	31.10.2023
0,126521	20,6678	1,02461	09:40:22	31.10.2023
0,140242	20,8256	1,02407	09:40:32	31.10.2023
0,115624	20,7691	1,02487	09:40:42	31.10.2023
0,140552	20,6695	1,02455	09:40:52	31.10.2023
0,124483	20,7382	1,02445	09:41:02	31.10.2023
0,125574	20,7541	1,02377	09:41:12	31.10.2023
0,123092	21,0529	1,02376	09:41:22	31.10.2023
0,119832	20,7569	1,02405	09:41:32	31.10.2023
0,13581	20,8526	1,02454	09:41:42	31.10.2023
0,132764	21,3426	1,02426	09:41:52	31.10.2023
0,131955	20,7722	1,02378	09:42:02	31.10.2023
0,140411	20,8506	1,0247	09:42:12	31.10.2023
0,135265	20,7584	1,02466	09:42:22	31.10.2023
0,141928	20,7541	1,02372	09:42:32	31.10.2023
0,127982	20,8432	1,02462	09:42:42	31.10.2023
0,115201	20,7666	1,0244	09:42:52	31.10.2023
0,120053	20,7541	1,02367	09:43:02	31.10.2023
0,131252	21,0129	1,02423	09:43:12	31.10.2023
0,123129	21,0542	1,02418	09:43:22	31.10.2023
0,121682	20,8846	1,02357	09:43:32	31.10.2023
0,127756	20,9385	1,02366	09:43:42	31.10.2023
0,11269	20,8706	1,02444	09:43:52	31.10.2023
0,138392	21,0323	1,02356	09:44:02	31.10.2023
0,12286	20,876	1,02399	09:44:12	31.10.2023
0,13718	20,6772	1,02397	09:44:22	31.10.2023
0,134121	21,2692	1,02379	09:44:32	31.10.2023
0,118845	21,0924	1,02461	09:44:42	31.10.2023
0,129433	20,8811	1,02432	09:44:52	31.10.2023
0,111889	20,6823	1,02375	09:45:02	31.10.2023
0,104956	20,8249	1,02374	09:45:12	31.10.2023
0,123981	20,9389	1,02425	09:45:22	31.10.2023
0,107675	20,8702	1,02445	09:45:32	31.10.2023
0,12573	21,1047	1,02397	09:45:42	31.10.2023
0,134895	20,9551	1,02425	09:45:52	31.10.2023
0,134566	20,8552	1,02464	09:46:02	31.10.2023
0,121712	20,7556	1,02359	09:46:12	31.10.2023
0,117766	20,9502	1,02375	09:46:22	31.10.2023
0,144992	21,0516	1,02433	09:46:32	31.10.2023
0,122106	21,4419	1,02445	09:46:42	31.10.2023
0,130168	20,8755	1,02341	09:46:52	31.10.2023
0,115794	20,6623	1,02327	09:47:02	31.10.2023
0,114607	21,0353	1,02438	09:47:12	31.10.2023
0,125937	20,9596	1,02409	09:47:22	31.10.2023
0,106091	21,3307	1,02397	09:47:32	31.10.2023
0,137261	20,887	1,02487	09:47:42	31.10.2023
0,125671	20,9472	1,02377	09:47:52	31.10.2023
0,132951	20,8621	1,02411	09:48:02	31.10.2023
0,138653	20,8543	1,0238	09:48:12	31.10.2023
0,11573	20,672	1,02385	09:48:22	31.10.2023
0,121036	21,1974	1,02404	09:48:32	31.10.2023
0,128151	20,7154	1,02379	09:48:42	31.10.2023
0,123792	20,8325	1,02394	09:48:52	31.10.2023
0,148071	20,9428	1,02344	09:49:02	31.10.2023
0,117743	20,8662	1,02405	09:49:12	31.10.2023
0,135498	20,7667	1,02424	09:49:22	31.10.2023
0,123652	21,0146	1,02451	09:49:32	31.10.2023
0,121682	20,8823	1,02438	09:49:42	31.10.2023
0,134682	20,8543	1,02369	09:49:52	31.10.2023
0,127163	20,7693	1,02381	09:50:02	31.10.2023
0,125628	20,7541	1,02366	09:50:12	31.10.2023
0,149698	21,0879	1,02444	09:50:22	31.10.2023
0,140107	21,0548	1,02445	09:50:32	31.10.2023
0,132199	21,0542	1,02416	09:50:42	31.10.2023
0,120182	21,1523	1,02483	09:50:52	31.10.2023
0,121663	20,9593	1,02437	09:51:02	31.10.2023
0,120133	20,9543	1,02388	09:51:12	31.10.2023
0,113958	20,8582	1,02423	09:51:22	31.10.2023
0,121428	20,9498	1,02416	09:51:32	31.10.2023
0,119406	20,7644	1,02341	09:51:42	31.10.2023
0,12685	20,7541	1,02419	09:51:52	31.10.2023
0,139183	20,9414	1,02343	09:52:02	31.10.2023
0,119753	20,6753	1,02373	09:52:12	31.10.2023
0,120744	20,9315	1,02412	09:52:22	31.10.2023
0,133371	20,7707	1,02335	09:52:32	31.10.2023
0,130913	20,7541	1,02376	09:52:42	31.10.2023
0,122365	21,4527	1,02376	09:52:52	31.10.2023
0,136098	20,7601	1,02473	09:53:02	31.10.2023
0,146132	20,8529	1,0235	09:53:12	31.10.2023
0,121867	20,6582	1,02365	09:53:22	31.10.2023
0,130246	21,0437	1,02471	09:53:32	31.10.2023
0,135003	20,9576	1,02371	09:53:42	31.10.2023
0,115896	20,762	1,02385	09:53:52	31.10.2023
0,127583	20,7541	1,02358	09:54:02	31.10.2023
0,137074	20,9435	1,0243	09:54:12	31.10.2023
0,121663	21,4246	1,02435	09:54:22	31.10.2023
0,138832	20,8001	1,02435	09:54:32	31.10.2023
0,139833	21,0326	1,02444	09:54:42	31.10.2023
0,127313	20,9623	1,02445	09:54:52	31.10.2023
0,133002	20,9543	1,02374	09:55:02	31.10.2023
0,126972	21,3179	1,02455	09:55:12	31.10.2023
0,115582	21,4445	1,02483	09:55:22	31.10.2023
0,132494	21,2753	1,02441	09:55:32	31.10.2023
0,1208	20,9879	1,02357	09:55:42	31.10.2023
0,120727	21,1306	1,02467	09:55:52	31.10.2023
0,130003	20,8917	1,02365	09:56:02	31.10.2023
0,122796	21,0281	1,02422	09:56:12	31.10.2023
