mV	°C	bar abs	Zeit	Datum
0,082224	20,8543	1,59779	18:20:22	30.10.2023
0,0866944	21,0405	1,5986	18:20:32	30.10.2023
0,0758453	20,6837	1,59867	18:20:42	30.10.2023
0,0817415	21,0219	1,59876	18:20:52	30.10.2023
0,0698125	20,8719	1,59787	18:21:02	30.10.2023
0,0695326	20,6731	1,81785	18:21:12	30.10.2023
0,0832669	20,834	1,84162	18:21:22	30.10.2023
0,084591	21,1216	1,84467	18:21:32	30.10.2023
0,0739769	20,8005	1,84107	18:21:42	30.10.2023
0,0790712	20,7541	1,84193	18:21:52	30.10.2023
0,0903178	20,667	1,83823	18:22:02	30.10.2023
0,0744173	20,6541	1,84122	18:22:12	30.10.2023
0,0767597	20,9108	1,83825	18:22:22	30.10.2023
0,09175	20,7846	1,84132	18:22:32	30.10.2023
0,0773597	20,9438	1,83891	18:22:42	30.10.2023
0,0857744	20,9543	1,84267	18:22:52	30.10.2023
0,0824163	20,8605	1,8413	18:23:02	30.10.2023
0,0859415	20,7612	1,84108	18:23:12	30.10.2023
0,0766018	20,7541	1,83845	18:23:22	30.10.2023
0,081019	20,9367	1,84274	18:23:32	30.10.2023
0,0843291	20,8639	1,83864	18:23:42	30.10.2023
0,0953532	21,2129	1,84449	18:23:52	30.10.2023
0,0750594	20,8092	1,83923	18:24:02	30.10.2023
0,0890163	20,9309	1,84063	18:24:12	30.10.2023
0,0881011	21,3044	1,84156	18:24:22	30.10.2023
0,0731626	21,0941	1,84269	18:24:32	30.10.2023
0,0794438	20,796	1,83847	18:24:42	30.10.2023
0,0765458	21,01	1,84119	18:24:52	30.10.2023
0,0935277	21,2234	1,84166	18:25:02	30.10.2023
0,0897052	20,7507	1,84443	18:25:12	30.10.2023
0,0965463	21,0707	1,84131	18:25:22	30.10.2023
0,0920481	20,8569	1,84224	18:25:32	30.10.2023
0,06566	21,0515	1,83897	18:25:42	30.10.2023
0,0946873	21,3487	1,84128	18:25:52	30.10.2023
0,0870686	20,965	1,8385	18:26:02	30.10.2023
0,076915	20,7609	1,84085	18:26:12	30.10.2023
0,0820592	20,7541	1,84125	18:26:22	30.10.2023
0,10276	20,9445	1,84416	18:26:32	30.10.2023
0,0952258	20,9543	1,83889	18:26:42	30.10.2023
0,0993395	20,8608	1,84481	18:26:52	30.10.2023
0,0854852	20,7614	1,84143	18:27:02	30.10.2023
0,0882755	20,8464	1,84133	18:27:12	30.10.2023
0,100965	21,0369	1,84199	18:27:22	30.10.2023
0,0939941	20,783	1,84109	18:27:32	30.10.2023
0,10831	21,112	1,8414	18:27:42	30.10.2023
0,0970628	21,4203	1,83903	18:27:52	30.10.2023
0,111832	20,9269	1,84049	18:28:02	30.10.2023
0,0838085	20,8543	1,84179	18:28:12	30.10.2023
0,0909197	20,7678	1,8401	18:28:22	30.10.2023
0,0863157	20,7541	1,83768	18:28:32	30.10.2023
0,0806238	20,8391	1,84061	18:28:42	30.10.2023
0,0785081	20,9384	1,83889	18:28:52	30.10.2023
0,100367	20,7871	1,83829	18:29:02	30.10.2023
0,08839	21,0524	1,8414	18:29:12	30.10.2023
0,090641	21,2518	1,84098	18:29:22	30.10.2023
0,0893494	21,1563	1,84126	18:29:32	30.10.2023
0,112616	20,9601	1,84145	18:29:42	30.10.2023
0,0991164	20,9543	1,83844	18:29:52	30.10.2023
0,0995592	20,7632	1,83819	18:30:02	30.10.2023
0,095039	21,3225	1,83865	18:30:12	30.10.2023
0,092593	20,884	1,83905	18:30:22	30.10.2023
0,120906	20,8543	1,84073	18:30:32	30.10.2023
0,104677	21,0395	1,83896	18:30:42	30.10.2023
0,0932423	20,6868	1,84104	18:30:52	30.10.2023
0,0895681	20,9274	1,841	18:31:02	30.10.2023
0,0907715	20,864	2,06764	18:31:12	30.10.2023
0,0865989	20,7645	2,09235	18:31:22	30.10.2023
0,104679	21,021	2,09288	18:31:32	30.10.2023
0,103863	20,7896	2,08955	18:31:42	30.10.2023
0,10843	20,7541	2,08929	18:31:52	30.10.2023
0,121553	21,0142	2,08891	18:32:02	30.10.2023
0,108124	20,7964	2,09305	18:32:12	30.10.2023
0,0963548	20,7541	2,09248	18:32:22	30.10.2023
0,10904	20,9229	2,09271	18:32:32	30.10.2023
0,0939759	21,1435	2,0928	18:32:42	30.10.2023
0,109922	21,0596	2,09226	18:32:52	30.10.2023
0,112135	21,0542	2,08982	18:33:02	30.10.2023
0,100287	20,7746	2,08935	18:33:12	30.10.2023
0,108463	20,8468	2,0887	18:33:22	30.10.2023
0,10832	20,8543	2,09522	18:33:32	30.10.2023
0,102425	20,7629	2,09026	18:33:42	30.10.2023
0,102678	20,8448	2,09212	18:33:52	30.10.2023
0,122904	20,9443	2,0888	18:34:02	30.10.2023
0,106996	20,8651	2,09279	18:34:12	30.10.2023
0,115718	20,6774	2,09246	18:34:22	30.10.2023
0,0938089	21,092	2,09317	18:34:32	30.10.2023
0,104833	20,7193	2,08914	18:34:42	30.10.2023
0,0942367	20,7405	2,09453	18:34:52	30.10.2023
0,114441	21,0112	2,09039	18:35:02	30.10.2023
0,106849	20,7144	2,09151	18:35:12	30.10.2023
0,107134	21,0752	2,08886	18:35:22	30.10.2023
0,110156	21,0706	2,09218	18:35:32	30.10.2023
0,121936	20,7554	2,09613	18:35:42	30.10.2023
0,108218	20,7541	2,09251	18:35:52	30.10.2023
0,106677	20,6559	2,09223	18:36:02	30.10.2023
0,101237	21,0437	2,09232	18:36:12	30.10.2023
0,105029	20,861	2,09668	18:36:22	30.10.2023
0,106646	20,8543	2,08907	18:36:32	30.10.2023
0,105164	20,7588	2,09191	18:36:42	30.10.2023
0,0990688	20,7541	2,09203	18:36:52	30.10.2023
0,107783	20,7541	2,09211	18:37:02	30.10.2023
0,120905	20,7541	2,08847	18:37:12	30.10.2023
0,0951064	20,7541	2,0952	18:37:22	30.10.2023
0,0910735	20,8459	2,09249	18:37:32	30.10.2023
0,111265	20,8543	2,09257	18:37:42	30.10.2023
0,113723	20,5836	2,0927	18:37:52	30.10.2023
0,102328	20,7331	2,09245	18:38:02	30.10.2023
0,118901	20,9315	2,09285	18:38:12	30.10.2023
0,119483	20,8663	2,08929	18:38:22	30.10.2023
0,103954	20,8543	2,09156	18:38:32	30.10.2023
0,0971121	20,9406	2,09329	18:38:42	30.10.2023
0,121804	20,6973	2,0894	18:38:52	30.10.2023
0,126987	20,8239	2,09346	18:39:02	30.10.2023
0,116439	20,8543	2,09322	18:39:12	30.10.2023
0,110578	20,6543	2,0887	18:39:22	30.10.2023
0,101252	21,2491	2,09282	18:39:32	30.10.2023
0,113714	20,6645	2,09253	18:39:42	30.10.2023
0,121585	20,9467	2,08888	18:39:52	30.10.2023
0,121682	21,2444	2,09538	18:40:02	30.10.2023
0,0970941	20,7737	2,09673	18:40:12	30.10.2023
0,112466	21,0407	2,09408	18:40:22	30.10.2023
0,123605	20,7701	2,09252	18:40:32	30.10.2023
0,118043	20,7541	2,09251	18:40:42	30.10.2023
0,116246	20,7541	2,09498	18:40:52	30.10.2023
0,118378	20,9393	2,09302	18:41:02	30.10.2023
0,178025	20,9543	1,90968	18:41:12	30.10.2023
0,110292	21,5007	1,8721	18:41:22	30.10.2023
0,0992578	20,8313	1,86602	18:41:32	30.10.2023
0,108844	21,0231	1,86404	18:41:42	30.10.2023
0,113405	20,7873	1,86585	18:41:52	30.10.2023
0,108838	20,8426	1,8631	18:42:02	30.10.2023
0,113877	20,8543	1,86282	18:42:12	30.10.2023
0,126401	21,2884	1,86311	18:42:22	30.10.2023
0,116278	20,924	1,86003	18:42:32	30.10.2023
0,112268	20,7579	1,86334	18:42:42	30.10.2023
0,105321	20,7541	1,86194	18:42:52	30.10.2023
0,10511	20,8493	1,86222	18:43:02	30.10.2023
0,126205	20,9485	1,8593	18:43:12	30.10.2023
0,121975	20,8609	1,85879	18:43:22	30.10.2023
0,101676	20,7615	1,86141	18:43:32	30.10.2023
0,101845	20,7541	1,86166	18:43:42	30.10.2023
0,123857	20,8455	1,86219	18:43:52	30.10.2023
0,123454	20,6731	1,86189	18:44:02	30.10.2023
0,116796	20,8337	1,86273	18:44:12	30.10.2023
0,109747	20,7651	1,86197	18:44:22	30.10.2023
0,132373	20,8425	1,86064	18:44:32	30.10.2023
0,0993779	20,7667	1,86217	18:44:42	30.10.2023
0,103873	20,8409	1,86254	18:44:52	30.10.2023
0,102361	20,5968	1,8623	18:45:02	30.10.2023
0,101272	20,8094	1,86233	18:45:12	30.10.2023
0,106563	20,7699	1,85938	18:45:22	30.10.2023
0,112833	20,9214	1,86202	18:45:32	30.10.2023
0,0924971	21,1535	1,86274	18:45:42	30.10.2023
0,0958034	20,9561	1,86363	18:45:52	30.10.2023
0,131006	20,7574	1,86239	18:46:02	30.10.2023
0,1015	21,2423	1,86274	18:46:12	30.10.2023
0,0996152	21,2543	1,86313	18:46:22	30.10.2023
0,114955	20,8699	1,86239	18:46:32	30.10.2023
0,10162	20,8543	1,86197	18:46:42	30.10.2023
0,0988877	21,1387	1,86009	18:46:52	30.10.2023
0,117644	20,7771	1,86246	18:47:02	30.10.2023
0,0878457	21,1283	1,86174	18:47:12	30.10.2023
0,09731	20,9687	1,86166	18:47:22	30.10.2023
0,098007	21,2302	1,85922	18:47:32	30.10.2023
0,110414	20,7981	1,8613	18:47:42	30.10.2023
0,114315	20,7541	1,85881	18:47:52	30.10.2023
0,103111	20,8438	1,86488	18:48:02	30.10.2023
0,0948414	20,8543	1,85964	18:48:12	30.10.2023
0,0933566	20,9423	1,86248	18:48:22	30.10.2023
0,105145	20,8671	1,85997	18:48:32	30.10.2023
0,106688	20,8543	1,86031	18:48:42	30.10.2023
0,100501	20,7683	1,86131	18:48:52	30.10.2023
0,106391	20,8393	1,86262	18:49:02	30.10.2023
0,11557	20,6858	1,86661	18:49:12	30.10.2023
0,114943	20,7375	1,86172	18:49:22	30.10.2023
0,1053	20,6549	1,85824	18:49:32	30.10.2023
0,102743	21,0487	1,85953	18:49:42	30.10.2023
0,0839674	20,9565	1,8586	18:49:52	30.10.2023
0,111741	20,663	1,86171	18:50:02	30.10.2023
0,1099	20,7505	1,8593	18:50:12	30.10.2023
0,0861351	21,2325	1,85936	18:50:22	30.10.2023
0,0997938	20,8749	1,86206	18:50:32	30.10.2023
0,114694	21,0427	1,8629	18:50:42	30.10.2023
0,0891539	20,9607	1,86011	18:50:52	30.10.2023
0,102597	20,7685	1,86241	18:51:02	30.10.2023
0,154327	21,0302	1,6639	18:51:12	30.10.2023
0,108325	21,0542	1,63709	18:51:22	30.10.2023
0,120247	21,0542	1,61836	18:51:32	30.10.2023
0,0972585	20,8748	1,613	18:51:42	30.10.2023
0,107675	21,1212	1,61155	18:51:52	30.10.2023
0,115414	21,3307	1,60932	18:52:02	30.10.2023
0,12106	20,6548	1,61184	18:52:12	30.10.2023
0,108503	20,6407	1,61069	18:52:22	30.10.2023
0,107376	20,9977	1,61225	18:52:32	30.10.2023
0,112865	21,2465	1,60911	18:52:42	30.10.2023
0,0892603	21,1584	1,60891	18:52:52	30.10.2023
0,109011	21,1542	1,60891	18:53:02	30.10.2023
0,0940624	21,1542	1,60919	18:53:12	30.10.2023
0,114135	20,7815	1,60812	18:53:22	30.10.2023
0,0976548	20,8465	1,60865	18:53:32	30.10.2023
0,108136	21,0371	1,60593	18:53:42	30.10.2023
0,102522	20,782	1,60777	18:53:52	30.10.2023
0,0882553	21,3846	1,60961	18:54:02	30.10.2023
0,100543	20,6505	1,60823	18:54:12	30.10.2023
0,0842255	20,7312	1,60871	18:54:22	30.10.2023
0,09207	20,8421	1,60821	18:54:32	30.10.2023
0,0821281	21,2891	1,60957	18:54:42	30.10.2023
0,110333	21,0095	1,60922	18:54:52	30.10.2023
0,102252	20,7831	1,60811	18:55:02	30.10.2023
0,0983355	20,9239	1,60858	18:55:12	30.10.2023
0,0872334	20,8703	1,60881	18:55:22	30.10.2023
0,096722	21,3537	1,6094	18:55:32	30.10.2023
0,0948285	21,0566	1,60921	18:55:42	30.10.2023
0,0901216	20,9557	1,60911	18:55:52	30.10.2023
0,103454	20,8562	1,60825	18:56:02	30.10.2023
0,105088	20,8543	1,60803	18:56:12	30.10.2023
0,0842711	21,0472	1,60877	18:56:22	30.10.2023
0,0899356	21,4377	1,60985	18:56:32	30.10.2023
0,0931604	21,0735	1,60842	18:56:42	30.10.2023
0,115166	20,771	1,60785	18:56:52	30.10.2023
0,0827482	20,6613	1,60828	18:57:02	30.10.2023
0,0894909	20,7462	1,60841	18:57:12	30.10.2023
0,0967029	20,6627	1,60824	18:57:22	30.10.2023
0,0892385	20,9262	1,6091	18:57:32	30.10.2023
0,097899	21,1342	1,60877	18:57:42	30.10.2023
0,0923621	20,7969	1,60688	18:57:52	30.10.2023
0,0945355	20,7541	1,60828	18:58:02	30.10.2023
0,109672	20,9306	1,60869	18:58:12	30.10.2023
0,0973921	20,6913	1,60803	18:58:22	30.10.2023
0,0991249	20,7411	1,60818	18:58:32	30.10.2023
0,0988928	20,5813	1,60788	18:58:42	30.10.2023
0,102928	20,726	1,60874	18:58:52	30.10.2023
0,0884814	21,0957	1,60958	18:59:02	30.10.2023
0,0868486	20,7304	1,60879	18:59:12	30.10.2023
0,100451	20,9069	1,60901	18:59:22	30.10.2023
0,0846298	20,5358	1,60891	18:59:32	30.10.2023
0,100749	20,9528	1,60813	18:59:42	30.10.2023
0,107625	20,6567	1,60841	18:59:52	30.10.2023
0,103538	21,2458	1,60958	19:00:02	30.10.2023
0,087875	20,7646	1,60971	19:00:12	30.10.2023
0,112605	20,9486	1,60885	19:00:22	30.10.2023
0,0836599	20,761	1,60796	19:00:32	30.10.2023
0,0899112	20,7541	1,60876	19:00:42	30.10.2023
0,103057	20,6589	1,60872	19:00:52	30.10.2023
0,0899202	20,7486	1,60797	19:01:02	30.10.2023
0,0923359	20,9424	1,41102	19:01:12	30.10.2023
0,167961	20,7673	1,38577	19:01:22	30.10.2023
0,100117	20,8472	1,37544	19:01:32	30.10.2023
0,104498	20,6696	1,36453	19:01:42	30.10.2023
0,099244	20,5626	1,35419	19:01:52	30.10.2023
0,109717	21,009	1,35033	19:02:02	30.10.2023
0,0889617	21,325	1,35319	19:02:12	30.10.2023
0,0905471	20,8162	1,35332	19:02:22	30.10.2023
0,09233	21,1102	1,35407	19:02:32	30.10.2023
0,0958389	20,3579	1,35389	19:02:42	30.10.2023
0,0944507	20,9479	1,35068	19:02:52	30.10.2023
0,0932864	20,8571	1,34965	19:03:02	30.10.2023
0,0847867	20,8543	1,34989	19:03:12	30.10.2023
0,0991674	20,8543	1,35357	19:03:22	30.10.2023
0,0881515	20,8543	1,35126	19:03:32	30.10.2023
0,0809323	20,7594	1,35426	19:03:42	30.10.2023
0,0926787	21,0362	1,3506	19:03:52	30.10.2023
0,0797995	21,4284	1,35306	19:04:02	30.10.2023
0,0812967	21,3614	1,35037	19:04:12	30.10.2023
0,108024	21,0773	1,35065	19:04:22	30.10.2023
0,0915068	20,871	1,35016	19:04:32	30.10.2023
0,100317	20,672	1,35305	19:04:42	30.10.2023
0,111997	20,7444	1,3533	19:04:52	30.10.2023
0,100828	20,6646	1,3546	19:05:02	30.10.2023
0,0860752	21,1872	1,35425	19:05:12	30.10.2023
0,090944	20,9017	1,35418	19:05:22	30.10.2023
0,0825802	20,7666	1,35315	19:05:32	30.10.2023
0,0793479	21,1885	1,35375	19:05:42	30.10.2023
0,0928632	20,8236	1,35312	19:05:52	30.10.2023
0,0914266	21,1816	1,35382	19:06:02	30.10.2023
0,0773078	21,0845	1,35107	19:06:12	30.10.2023
0,103487	20,97	1,3507	19:06:22	30.10.2023
0,0888132	20,8706	1,35336	19:06:32	30.10.2023
0,0807175	20,954	1,35397	19:06:42	30.10.2023
0,0838235	20,6566	1,34999	19:06:52	30.10.2023
0,0806563	20,8513	1,3529	19:07:02	30.10.2023
0,0908143	20,7563	1,35443	19:07:12	30.10.2023
0,0893497	20,6569	1,35315	19:07:22	30.10.2023
0,100118	21,0397	1,35422	19:07:32	30.10.2023
0,068204	20,9585	1,35231	19:07:42	30.10.2023
0,0923679	20,8591	1,35304	19:07:52	30.10.2023
0,0864598	20,7595	1,3542	19:08:02	30.10.2023
0,093693	20,6601	1,35068	19:08:12	30.10.2023
0,0768628	20,6541	1,34976	19:08:22	30.10.2023
0,0907847	21,026	1,35327	19:08:32	30.10.2023
0,101302	20,8695	1,3535	19:08:42	30.10.2023
0,0674389	20,8543	1,35304	19:08:52	30.10.2023
0,077272	20,8543	1,35379	19:09:02	30.10.2023
0,0862574	21,0355	1,35397	19:09:12	30.10.2023
0,0826405	20,8744	1,35425	19:09:22	30.10.2023
0,0893644	20,7649	1,35009	19:09:32	30.10.2023
0,0879882	20,8428	1,3502	19:09:42	30.10.2023
0,0771978	20,7663	1,34979	19:09:52	30.10.2023
0,0884789	20,7541	1,35261	19:10:02	30.10.2023
0,0963585	20,7541	1,35402	19:10:12	30.10.2023
0,0965285	20,668	1,35418	19:10:22	30.10.2023
0,0827136	20,7397	1,3536	19:10:32	30.10.2023
0,0942712	20,7541	1,35332	19:10:42	30.10.2023
0,097105	21,1761	1,35041	19:10:52	30.10.2023
0,093192	21,2543	1,35425	19:11:02	30.10.2023
0,141177	20,7546	1,02764	19:11:12	30.10.2023
0,20177	21,251	1,491	19:11:22	30.10.2023
0,225852	20,8594	1,5348	19:11:32	30.10.2023
0,221148	20,7561	1,54696	19:11:42	30.10.2023
0,217999	20,6566	1,55012	19:11:52	30.10.2023
0,202479	20,6541	1,55023	19:12:02	30.10.2023
0,161427	20,8466	1,04765	19:12:12	30.10.2023
0,0900013	20,6629	1,03623	19:12:22	30.10.2023
0,22312	20,8444	1,4952	19:12:32	30.10.2023
0,232531	20,7643	1,54795	19:12:42	30.10.2023
0,218752	20,6654	1,55308	19:12:52	30.10.2023
0,236936	20,9188	1,54149	19:13:02	30.10.2023
0,125047	20,7791	1,18245	19:13:12	30.10.2023
0,159343	20,6672	1,12882	19:13:22	30.10.2023
0,175539	20,8267	1,11715	19:13:32	30.10.2023
0,125484	21,1111	1,11572	19:13:42	30.10.2023
0,1191	20,8138	1,10978	19:13:52	30.10.2023
0,121343	21,1763	1,10523	19:14:02	30.10.2023
0,155287	20,6671	1,10482	19:14:12	30.10.2023
0,185157	21,0542	1,10561	19:14:22	30.10.2023
0,133248	20,756	1,10073	19:14:32	30.10.2023
0,119839	21,0506	1,10132	19:14:42	30.10.2023
0,124806	20,9561	1,1052	19:14:52	30.10.2023
0,120163	20,6617	1,10092	19:15:02	30.10.2023
0,113912	21,235	1,10103	19:15:12	30.10.2023
0,128419	20,8691	1,09821	19:15:22	30.10.2023
0,117301	21,2372	1,09815	19:15:32	30.10.2023
0,117708	20,8735	1,10012	19:15:42	30.10.2023
0,109419	20,4762	1,10155	19:15:52	30.10.2023
0,115059	20,7355	1,10071	19:16:02	30.10.2023
0,124311	20,7541	1,09881	19:16:12	30.10.2023
0,124099	20,8468	1,09775	19:16:22	30.10.2023
0,132133	21,0379	1,10126	19:16:32	30.10.2023
0,129081	20,9631	1,10128	19:16:42	30.10.2023
0,126609	20,7729	1,10061	19:16:52	30.10.2023
0,124259	20,8441	1,10072	19:17:02	30.10.2023
0,136889	20,9434	1,10049	19:17:12	30.10.2023
0,124794	20,7771	1,10096	19:17:22	30.10.2023
0,123964	20,6663	1,10053	19:17:32	30.10.2023
0,121259	20,7412	1,09831	19:17:42	30.10.2023
0,125045	20,6677	1,09999	19:17:52	30.10.2023
0,126315	20,6541	1,10119	19:18:02	30.10.2023
0,133919	20,8245	1,09851	19:18:12	30.10.2023
0,13984	20,685	1,10194	19:18:22	30.10.2023
0,12449	20,9898	1,09829	19:18:32	30.10.2023
0,144383	20,8544	1,1015	19:18:42	30.10.2023
0,131283	20,7547	1,10085	19:18:52	30.10.2023
0,124053	21,0501	1,10162	19:19:02	30.10.2023
0,129532	20,8584	1,0977	19:19:12	30.10.2023
0,128019	20,8543	1,10157	19:19:22	30.10.2023
0,12954	21,1438	1,10193	19:19:32	30.10.2023
0,129574	21,3459	1,10166	19:19:42	30.10.2023
0,136423	21,1639	1,10089	19:19:52	30.10.2023
0,123812	20,7757	1,09769	19:20:02	30.10.2023
0,130776	20,7541	1,10041	19:20:12	30.10.2023
0,142349	21,0341	1,10138	19:20:22	30.10.2023
0,117028	21,0542	1,10089	19:20:32	30.10.2023
0,132317	21,1463	1,10175	19:20:42	30.10.2023
0,134251	20,9715	1,10121	19:20:52	30.10.2023
0,12197	20,7727	1,10078	19:21:02	30.10.2023
0,129531	20,6642	1,0981	19:21:12	30.10.2023
0,1182	20,6541	1,10039	19:21:22	30.10.2023
0,119789	20,8317	1,09848	19:21:32	30.10.2023
0,134907	20,7661	1,10127	19:21:42	30.10.2023
0,124076	20,9291	1,10071	19:21:52	30.10.2023
0,122471	20,8675	1,09944	19:22:02	30.10.2023
0,127305	20,6817	1,10119	19:22:12	30.10.2023
0,127309	20,7398	1,1007	19:22:22	30.10.2023
0,134702	21,0094	1,09788	19:22:32	30.10.2023
0,117624	20,8643	1,10062	19:22:42	30.10.2023
0,123776	20,8543	1,10233	19:22:52	30.10.2023
0,11953	21,0426	1,098	19:23:02	30.10.2023
0,115568	20,867	1,33172	19:23:12	30.10.2023
0,136205	20,9473	1,35008	19:23:22	30.10.2023
0,119719	20,7693	1,35018	19:23:32	30.10.2023
0,131746	21,305	1,35083	19:23:42	30.10.2023
0,132	20,7155	1,34965	19:23:52	30.10.2023
0,123961	21,1074	1,35039	19:24:02	30.10.2023
0,139133	20,974	1,35032	19:24:12	30.10.2023
0,125569	20,8648	1,35074	19:24:22	30.10.2023
0,136137	21,0319	1,35106	19:24:32	30.10.2023
0,133227	21,0542	1,35067	19:24:42	30.10.2023
0,132028	20,7911	1,35103	19:24:52	30.10.2023
0,145176	20,7541	1,34982	19:25:02	30.10.2023
0,139321	20,9271	1,34986	19:25:12	30.10.2023
0,138942	21,04	1,35007	19:25:22	30.10.2023
0,143135	20,7988	1,35077	19:25:32	30.10.2023
0,141065	21,0082	1,35082	19:25:42	30.10.2023
0,154098	20,8861	1,3506	19:25:52	30.10.2023
0,131674	20,8543	1,3508	19:26:02	30.10.2023
0,137161	21,2519	1,3509	19:26:12	30.10.2023
0,151558	20,9578	1,3507	19:26:22	30.10.2023
0,159528	21,2489	1,35031	19:26:32	30.10.2023
0,136935	20,7662	1,3502	19:26:42	30.10.2023
0,150631	20,7541	1,3501	19:26:52	30.10.2023
0,143173	20,7541	1,34982	19:27:02	30.10.2023
0,147588	20,7541	1,34981	19:27:12	30.10.2023
0,141624	20,7541	1,34953	19:27:22	30.10.2023
0,135351	20,849	1,3497	19:27:32	30.10.2023
0,152408	20,9484	1,35035	19:27:42	30.10.2023
0,151006	20,7673	1,35003	19:27:52	30.10.2023
0,154596	20,94	1,35018	19:28:02	30.10.2023
0,148918	20,862	1,34957	19:28:12	30.10.2023
0,142643	20,6707	1,34995	19:28:22	30.10.2023
0,162606	20,8364	1,35054	19:28:32	30.10.2023
0,151246	20,7635	1,34998	19:28:42	30.10.2023
0,155858	20,9343	1,35043	19:28:52	30.10.2023
0,144234	20,8649	1,3498	19:29:02	30.10.2023
0,1558	21,032	1,35049	19:29:12	30.10.2023
0,144465	20,7891	1,34965	19:29:22	30.10.2023
0,141586	20,7541	1,35019	19:29:32	30.10.2023
0,161613	21,2762	1,35021	19:29:42	30.10.2023
0,148382	21,0087	1,35003	19:29:52	30.10.2023
0,147512	21,0394	1,35067	19:30:02	30.10.2023
0,155828	20,97	1,34812	19:30:12	30.10.2023
0,139787	21,1213	1,34988	19:30:22	30.10.2023
0,14066	20,7564	1,3499	19:30:32	30.10.2023
0,148658	21,0508	1,35039	19:30:42	30.10.2023
0,15166	20,9562	1,3503	19:30:52	30.10.2023
0,150111	20,8568	1,3504	19:31:02	30.10.2023
0,153192	20,7572	1,35002	19:31:12	30.10.2023
0,144	20,6577	1,35	19:31:22	30.10.2023
0,156802	20,7499	1,35066	19:31:32	30.10.2023
0,151112	21,2295	1,35042	19:31:42	30.10.2023
0,168255	20,8766	1,34976	19:31:52	30.10.2023
0,13903	21,3231	1,35035	19:32:02	30.10.2023
0,165023	21,0749	1,35003	19:32:12	30.10.2023
0,148154	21,1467	1,35046	19:32:22	30.10.2023
0,14767	20,787	1,35005	19:32:32	30.10.2023
0,16018	20,7541	1,3506	19:32:42	30.10.2023
0,143516	20,9245	1,35062	19:32:52	30.10.2023
0,158904	21,2078	1,3504	19:33:02	30.10.2023
0,160586	21,0028	1,60289	19:33:12	30.10.2023
0,175717	21,2044	1,6013	19:33:22	30.10.2023
0,167889	20,8571	1,60125	19:33:32	30.10.2023
0,153348	20,9532	1,60174	19:33:42	30.10.2023
0,165032	21,2495	1,60243	19:33:52	30.10.2023
0,153355	20,7651	1,60148	19:34:02	30.10.2023
0,158681	20,9484	1,60116	19:34:12	30.10.2023
0,168029	20,8578	1,60201	19:34:22	30.10.2023
0,150624	20,8543	1,60111	19:34:32	30.10.2023
0,180542	20,7589	1,60255	19:34:42	30.10.2023
0,15671	20,6596	1,60172	19:34:52	30.10.2023
0,15862	20,9359	1,59908	19:35:02	30.10.2023
0,171472	20,7674	1,60125	19:35:12	30.10.2023
0,162529	20,8472	1,60227	19:35:22	30.10.2023
0,169314	20,7618	1,60118	19:35:32	30.10.2023
0,166154	20,9376	1,6015	19:35:42	30.10.2023
0,161507	20,8633	1,59897	19:35:52	30.10.2023
0,166922	20,8543	1,60106	19:36:02	30.10.2023
0,151659	20,7644	1,59916	19:36:12	30.10.2023
0,157927	21,0211	1,60175	19:36:22	30.10.2023
0,163015	20,7893	1,60137	19:36:32	30.10.2023
0,179666	20,842	1,601	19:36:42	30.10.2023
0,165605	21,0285	1,60129	19:36:52	30.10.2023
0,175274	20,8814	1,59881	19:37:02	30.10.2023
0,165936	20,7684	1,60139	19:37:12	30.10.2023
0,160887	20,7541	1,60161	19:37:22	30.10.2023
0,175242	20,7541	1,59787	19:37:32	30.10.2023
0,174355	20,9219	1,60202	19:37:42	30.10.2023
0,175765	20,8546	1,60205	19:37:52	30.10.2023
0,181423	21,0525	1,60185	19:38:02	30.10.2023
0,172997	20,8572	1,60214	19:38:12	30.10.2023
0,169843	21,0502	1,60167	19:38:22	30.10.2023
0,188491	20,957	1,60127	19:38:32	30.10.2023
0,196488	20,7608	1,60021	19:38:42	30.10.2023
0,167476	20,7541	1,60205	19:38:52	30.10.2023
0,184193	20,8496	1,59803	19:39:02	30.10.2023
0,180274	20,6648	1,60093	19:39:12	30.10.2023
0,159771	20,7481	1,60198	19:39:22	30.10.2023
0,178952	21,1278	1,60177	19:39:32	30.10.2023
0,174134	20,6897	1,6023	19:39:42	30.10.2023
0,181884	21,023	1,6018	19:39:52	30.10.2023
0,182448	20,7799	1,60184	19:40:02	30.10.2023
0,182448	20,845	1,60167	19:40:12	30.10.2023
0,17525	20,8543	1,60183	19:40:22	30.10.2023
0,169551	20,6755	1,60141	19:40:32	30.10.2023
0,168322	20,5655	1,60144	19:40:42	30.10.2023
0,173178	20,7302	1,60154	19:40:52	30.10.2023
0,18845	20,8416	1,60164	19:41:02	30.10.2023
0,177837	20,941	1,60115	19:41:12	30.10.2023
0,186473	21,1263	1,59878	19:41:22	30.10.2023
0,178388	20,9834	1,60071	19:41:32	30.10.2023
0,177604	21,1239	1,60165	19:41:42	30.10.2023
0,175687	20,9857	1,60155	19:41:52	30.10.2023
0,172013	20,7546	1,60097	19:42:02	30.10.2023
0,176686	21,0515	1,60252	19:42:12	30.10.2023
0,188737	20,8573	1,60091	19:42:22	30.10.2023
0,162929	20,6583	1,60133	19:42:32	30.10.2023
0,16567	20,6541	1,59836	19:42:42	30.10.2023
0,183414	20,7454	1,60138	19:42:52	30.10.2023
