mV	mV.1	mV.2	mV.3	mV.4	°C	bar	%*bar	Zeit	Datum	Druck	Temp	sep	Zeitstempel	S4-008	%
0,306105	0,784084	1,10943	0,935883	0,555497	24,3722	0,0191503	1,61494	21:25:47	30.10.2023	1,02418	20,827	 	2023-10-30 21:25:47	0,125433	1,5768126696479134
0,305289	0,787324	1,10936	0,938883	0,556687	24,334	0,0189673	1,7317	21:26:47	30.10.2023	1,02491	21,45	 	2023-10-30 21:26:47	0,123815	1,6896117707896303
0,308495	0,784985	1,10804	0,937839	0,557368	24,3717	0,0194084	1,6072	21:27:47	30.10.2023	1,02456	20,9591	 	2023-10-30 21:27:47	0,132517	1,5686733817443586
0,305502	0,783383	1,11114	0,940007	0,557063	24,3919	0,0194563	1,76196	21:28:47	30.10.2023	1,02377	20,7541	 	2023-10-30 21:28:47	0,126721	1,7210506266055852
0,30621	0,785444	1,10944	0,937947	0,556154	24,3375	0,0195741	1,75743	21:29:47	30.10.2023	1,02445	20,9562	 	2023-10-30 21:29:47	0,119817	1,7154863585338473
0,305822	0,782109	1,10978	0,939112	0,556015	24,3853	0,0203341	1,76606	21:30:47	30.10.2023	1,02434	20,8543	 	2023-10-30 21:30:47	0,118369	1,7240955151609816
0,305117	0,78594	1,10897	0,937984	0,554988	24,4013	0,0193862	1,7293	21:31:47	30.10.2023	1,02353	20,6805	 	2023-10-30 21:31:47	0,123124	1,6895450060086172
0,306834	0,784287	1,11078	0,938566	0,555726	24,3113	0,018764	1,74347	21:32:47	30.10.2023	1,02441	21,0159	 	2023-10-30 21:32:47	0,132122	1,7019259866654952
0,30786	0,782178	1,11141	0,937398	0,556398	24,374	0,0191	1,75916	21:33:47	30.10.2023	1,02406	20,6541	 	2023-10-30 21:33:47	0,130444	1,7178290334550712
0,306808	0,783579	1,10844	0,936846	0,555266	24,3674	0,018875	1,73229	21:34:47	30.10.2023	1,02451	21,1384	 	2023-10-30 21:34:47	0,122746	1,6908473318952475
0,306563	0,78331	1,10823	0,936294	0,555153	24,3456	0,0190059	1,76096	21:35:47	30.10.2023	1,02481	20,8543	 	2023-10-30 21:35:47	0,135838	1,718328275485212
0,307325	0,782933	1,10669	0,935157	0,556127	24,4145	0,0181273	1,75348	21:36:47	30.10.2023	1,02364	20,7694	 	2023-10-30 21:36:47	0,132508	1,7129850338009454
0,307213	0,782543	1,11019	0,933607	0,55535	24,3407	0,0193214	1,76317	21:37:47	30.10.2023	1,02328	20,8568	 	2023-10-30 21:37:47	0,12249	1,7230572277382534
0,308994	0,785334	1,10861	0,937493	0,555247	24,4301	0,018827	1,62236	21:38:47	30.10.2023	1,02416	21,1283	 	2023-10-30 21:38:47	0,133819	1,5840884236837995
0,307285	0,785571	1,10749	0,938099	0,556044	24,4116	0,0199344	1,60801	21:39:47	30.10.2023	1,02377	21,0852	 	2023-10-30 21:39:47	0,12157	1,5706750539671994
0,307296	0,784252	1,10858	0,936545	0,555726	24,4267	0,0197589	1,74338	21:40:47	30.10.2023	1,02337	20,8473	 	2023-10-30 21:40:47	0,127856	1,703567624612799
0,307034	0,783116	1,11168	0,935918	0,55689	24,3775	0,0197721	1,72944	21:41:47	30.10.2023	1,02446	21,1258	 	2023-10-30 21:41:47	0,146346	1,6881479023095096
0,30819	0,783758	1,10944	0,937344	0,555962	24,3783	0,0191374	1,74053	21:42:47	30.10.2023	1,02362	20,8206	 	2023-10-30 21:42:47	0,134464	1,7003673238115706
0,306374	0,781541	1,1091	0,936372	0,556674	24,3673	0,0185788	1,7543	21:43:47	30.10.2023	1,02469	20,9095	 	2023-10-30 21:43:47	0,131367	1,7120299797987681
0,310654	0,783525	1,11089	0,93582	0,556614	24,3503	0,0187504	1,73042	21:44:47	30.10.2023	1,02444	20,8522	 	2023-10-30 21:44:47	0,116315	1,6891374799890673
0,309506	0,784808	1,11165	0,936599	0,556425	24,3297	0,0191362	1,73541	21:45:47	30.10.2023	1,02411	20,9425	 	2023-10-30 21:45:47	0,130977	1,6945542959252422
0,307629	0,782939	1,11108	0,935551	0,55737	24,3359	0,0189131	1,7344	21:46:47	30.10.2023	1,02347	20,8448	 	2023-10-30 21:46:47	0,149072	1,6946271019179846
0,307002	0,781314	1,11152	0,937557	0,555258	24,4137	0,0194211	1,74389	21:47:47	30.10.2023	1,02365	20,8543	 	2023-10-30 21:47:47	0,132722	1,703599863234504
0,30813	0,784724	1,11093	0,936638	0,555491	24,4174	0,0191974	1,74032	21:48:47	30.10.2023	1,02426	20,6587	 	2023-10-30 21:48:47	0,117143	1,6990998379317752
0,306962	0,783201	1,1096	0,936063	0,555715	24,3958	0,019532	1,73235	21:49:47	30.10.2023	1,02417	21,2044	 	2023-10-30 21:49:47	0,128479	1,6914672368845016
0,307911	0,781447	1,11108	0,936836	0,556064	24,3673	0,019006	1,73441	21:50:47	30.10.2023	1,02451	20,6829	 	2023-10-30 21:50:47	0,131645	1,6929166137958633
0,309909	0,782128	1,10898	0,938681	0,556627	24,3409	0,0191281	1,74315	21:51:47	30.10.2023	1,02365	20,8559	 	2023-10-30 21:51:47	0,133533	1,7028769598984028
0,308671	0,784835	1,10989	0,937634	0,555994	24,4246	0,0189713	1,62814	21:52:47	30.10.2023	1,02404	20,6652	 	2023-10-30 21:52:47	0,116614	1,5899183625639621
0,308029	0,781035	1,11014	0,935484	0,556469	24,3988	0,0189825	1,74896	21:53:47	30.10.2023	1,02468	21,307	 	2023-10-30 21:53:47	0,120846	1,7068353046804856
0,307132	0,781913	1,10914	0,938125	0,554896	24,3478	0,0192074	1,72512	21:54:47	30.10.2023	1,02397	20,9675	 	2023-10-30 21:54:47	0,125229	1,6847368575251227
0,309908	0,781519	1,10973	0,935948	0,555793	24,3844	0,018721	1,73515	21:55:47	30.10.2023	1,02434	20,8546	 	2023-10-30 21:55:47	0,126836	1,6939199875041488
0,308807	0,782704	1,10906	0,938366	0,556392	24,3736	0,0182444	1,73228	21:56:47	30.10.2023	1,02385	21,134	 	2023-10-30 21:56:47	0,135778	1,69192752844655
0,307298	0,780928	1,1086	0,937624	0,556077	24,4058	0,0191796	1,60545	21:57:47	30.10.2023	1,02399	20,9625	 	2023-10-30 21:57:47	0,11847	1,5678375765388335
0,308431	0,781936	1,11162	0,936582	0,556147	24,4081	0,0191502	1,72632	21:58:47	30.10.2023	1,0241	20,9543	 	2023-10-30 21:58:47	0,127645	1,6856947563714482
0,309668	0,784068	1,10943	0,936729	0,555442	24,3696	0,0198927	1,7336	21:59:47	30.10.2023	1,02379	20,9602	 	2023-10-30 21:59:47	0,12303	1,6933160120727884
0,31203	0,779854	1,11076	0,936077	0,555847	24,3642	0,0193105	1,72887	22:00:47	30.10.2023	1,02385	20,8633	 	2023-10-30 22:00:47	0,130064	1,6885969624456707
0,310238	0,781727	1,10982	0,935055	0,55608	24,3113	0,0187144	1,74076	22:01:47	30.10.2023	1,02359	20,8061	 	2023-10-30 22:01:47	0,123243	1,7006418585566487
0,308653	0,783412	1,11084	0,937274	0,556141	24,3554	0,0195849	1,62291	22:02:47	30.10.2023	1,02426	20,9539	 	2023-10-30 22:02:47	0,141076	1,58447073985121
0,309262	0,782125	1,11071	0,935172	0,555731	24,3297	0,0182875	1,76274	22:03:47	30.10.2023	1,02339	20,7711	 	2023-10-30 22:03:47	0,132521	1,722451851200422
0,307902	0,783002	1,10676	0,93636	0,556364	24,3729	0,0190547	1,76115	22:04:47	30.10.2023	1,02386	21,0542	 	2023-10-30 22:04:47	0,135098	1,7201082179204188
0,309848	0,784615	1,10933	0,935274	0,556339	24,3918	0,0198435	1,75085	22:05:47	30.10.2023	1,02448	20,8543	 	2023-10-30 22:05:47	0,133187	1,709013353115727
0,308429	0,782309	1,11018	0,93629	0,556007	24,3551	0,0206076	1,66484	22:06:47	30.10.2023	1,02406	20,7861	 	2023-10-30 22:06:47	0,124555	1,6257250551725486
0,311982	0,781508	1,11016	0,936038	0,55658	24,4101	0,019959	1,76228	22:07:47	30.10.2023	1,02363	20,8646	 	2023-10-30 22:07:47	0,13901	1,7215986245029942
0,309171	0,784242	1,10918	0,935252	0,555987	24,4144	0,0205951	1,61155	22:08:47	30.10.2023	1,02449	20,9473	 	2023-10-30 22:08:47	0,132346	1,5730265790783708
0,310777	0,78085	1,11022	0,934009	0,556351	24,436	0,0203124	1,7333	22:09:47	30.10.2023	1,02444	20,7541	 	2023-10-30 22:09:47	0,140175	1,691948772012026
0,308853	0,781409	1,11027	0,938021	0,555999	24,3151	0,0201949	1,74355	22:10:47	30.10.2023	1,02401	21,5201	 	2023-10-30 22:10:47	0,129297	1,7026689192488353
0,309243	0,781139	1,11138	0,935367	0,556365	24,3561	0,0203691	1,7572	22:11:47	30.10.2023	1,02476	21,1542	 	2023-10-30 22:11:47	0,125374	1,7147429642062535
0,310159	0,782987	1,10868	0,935902	0,555248	24,4135	0,0204725	1,64047	22:12:47	30.10.2023	1,02383	20,6661	 	2023-10-30 22:12:47	0,131856	1,6022874891339383
0,308664	0,781834	1,11017	0,935406	0,555794	24,4096	0,0200551	1,73838	22:13:47	30.10.2023	1,02386	20,9219	 	2023-10-30 22:13:47	0,135804	1,6978688492567344
0,308072	0,7808	1,11089	0,937393	0,556595	24,4095	0,0213132	1,7657	22:14:47	30.10.2023	1,02361	20,7576	 	2023-10-30 22:14:47	0,137241	1,7249733785328398
0,31009	0,782306	1,11148	0,937051	0,556057	24,336	0,0210679	1,61453	22:15:47	30.10.2023	1,02355	20,6907	 	2023-10-30 22:15:47	0,133881	1,5773826388549657
0,312698	0,781964	1,11099	0,935621	0,556423	24,3296	0,0203544	1,75531	22:16:47	30.10.2023	1,02496	20,8905	 	2023-10-30 22:16:47	0,127611	1,7125643927567902
0,310679	0,782634	1,11131	0,935807	0,556484	24,3125	0,0208404	1,75907	22:17:47	30.10.2023	1,02445	20,8383	 	2023-10-30 22:17:47	0,129945	1,717087217531358
0,30906	0,783691	1,11244	0,936042	0,556632	24,3841	0,021057	1,76647	22:18:47	30.10.2023	1,02436	20,9479	 	2023-10-30 22:18:47	0,121165	1,7244621031668554
0,311335	0,7812	1,11362	0,93423	0,556072	24,3085	0,0209213	1,74345	22:19:47	30.10.2023	1,02464	21,3543	 	2023-10-30 22:19:47	0,12662	1,7015244378513428
0,310787	0,782935	1,11136	0,936114	0,556362	24,3137	0,0211991	1,72932	22:20:47	30.10.2023	1,02446	20,9543	 	2023-10-30 22:20:47	0,131976	1,6880307674286943
0,309703	0,781991	1,11284	0,934689	0,55599	24,3484	0,0204315	1,63689	22:21:47	30.10.2023	1,02377	20,7497	 	2023-10-30 22:21:47	0,121017	1,5988845150766284
0,30921	0,781659	1,11257	0,936079	0,556027	24,3112	0,0206634	1,76286	22:22:47	30.10.2023	1,02413	20,8625	 	2023-10-30 22:22:47	0,13716	1,7213244412330466
0,310611	0,779614	1,11399	0,935677	0,555824	24,3185	0,0215364	1,76666	22:23:47	30.10.2023	1,02195	20,8543	 	2023-10-30 22:23:47	0,154286	1,728714712070062
0,31053	0,780052	1,1132	0,937451	0,556492	24,3546	0,0201454	1,64201	22:24:47	30.10.2023	1,02376	20,8543	 	2023-10-30 22:24:47	0,135657	1,6039013049933577
0,312602	0,77874	1,11487	0,935182	0,556794	24,3518	0,0206492	1,76449	22:25:47	30.10.2023	1,02389	20,9514	 	2023-10-30 22:25:47	0,124979	1,7233198878785807
0,310058	0,779106	1,11535	0,93556	0,555811	24,3759	0,0212621	1,64628	22:26:47	30.10.2023	1,02344	20,8472	 	2023-10-30 22:26:47	0,147285	1,6085750019541938
0,310487	0,780168	1,11461	0,934763	0,555859	24,3502	0,0207221	1,76372	22:27:47	30.10.2023	1,02344	20,9435	 	2023-10-30 22:27:47	0,127389	1,7233252559993748
0,311186	0,780564	1,11265	0,934189	0,556325	24,3348	0,0199183	1,7535	22:28:47	30.10.2023	1,02392	20,7841	 	2023-10-30 22:28:47	0,13348	1,7125361356355966
0,31171	0,779906	1,11188	0,934465	0,555253	24,4201	0,0204982	1,60827	22:29:47	30.10.2023	1,0234	20,7613	 	2023-10-30 22:29:47	0,116023	1,5714969708813757
0,310391	0,779588	1,11307	0,933663	0,556459	24,3416	0,020504	1,61905	22:30:47	30.10.2023	1,02427	20,9543	 	2023-10-30 22:30:47	0,125066	1,580686732990325
0,312922	0,780524	1,11343	0,934361	0,555732	24,3788	0,0212199	1,73734	22:31:47	30.10.2023	1,02371	20,7541	 	2023-10-30 22:31:47	0,133916	1,6971017182600543
0,310492	0,781515	1,11254	0,933375	0,556186	24,3426	0,0207536	1,73372	22:32:47	30.10.2023	1,02396	20,8543	 	2023-10-30 22:32:47	0,135861	1,6931520762529786
0,310144	0,779894	1,11282	0,934009	0,555792	24,3453	0,0201939	1,74057	22:33:47	30.10.2023	1,02386	20,7605	 	2023-10-30 22:33:47	0,117347	1,7000078135682613
0,312214	0,781104	1,1101	0,93538	0,557077	24,3829	0,020446	1,61919	22:34:47	30.10.2023	1,02398	20,7846	 	2023-10-30 22:34:47	0,124541	1,5812711185765347
0,312714	0,777756	1,11069	0,935123	0,556367	24,403	0,0196906	1,61272	22:35:47	30.10.2023	1,02421	20,8543	 	2023-10-30 22:35:47	0,132038	1,5745989591978207
0,311153	0,780815	1,11081	0,93622	0,556115	24,4064	0,019152	1,7282	22:36:47	30.10.2023	1,02368	20,9525	 	2023-10-30 22:36:47	0,11614	1,6882228821506722
0,31165	0,7789	1,11149	0,934676	0,556828	24,3768	0,0203201	1,75968	22:37:47	30.10.2023	1,02479	20,9446	 	2023-10-30 22:37:47	0,13135	1,7171127743244956
0,310303	0,780512	1,11038	0,93455	0,556791	24,3318	0,0206834	1,7289	22:38:47	30.10.2023	1,02455	21,0285	 	2023-10-30 22:38:47	0,128683	1,6874725489239177
0,312459	0,777541	1,10957	0,934521	0,556704	24,3542	0,0202144	1,63011	22:39:47	30.10.2023	1,02388	20,9557	 	2023-10-30 22:39:47	0,134267	1,592090870023831
0,313729	0,779765	1,11108	0,934417	0,55623	24,3313	0,0208083	1,73367	22:40:47	30.10.2023	1,02506	20,849	 	2023-10-30 22:40:47	0,12633	1,6912863637250501
0,312381	0,778172	1,11219	0,934517	0,556537	24,3373	0,0204462	1,6401	22:41:47	30.10.2023	1,02415	21,2068	 	2023-10-30 22:41:47	0,132123	1,6014255724259143
0,311181	0,779016	1,10985	0,9347	0,556485	24,333	0,0197206	1,7527	22:42:47	30.10.2023	1,0249	20,9266	 	2023-10-30 22:42:47	0,136562	1,7101180602985657
0,312224	0,777896	1,10885	0,935459	0,555343	24,3529	0,0202418	1,75645	22:43:47	30.10.2023	1,02385	20,6554	 	2023-10-30 22:43:47	0,116153	1,715534502124335
0,313735	0,779413	1,10849	0,934412	0,55641	24,335	0,0215248	1,76119	22:44:47	30.10.2023	1,02378	20,849	 	2023-10-30 22:44:47	0,120604	1,7202817011467308
0,313206	0,777425	1,10813	0,936503	0,555295	24,378	0,0205793	1,63289	22:45:47	30.10.2023	1,0245	20,7904	 	2023-10-30 22:45:47	0,118666	1,593840897999024
0,312665	0,778907	1,10928	0,934436	0,555405	24,3674	0,021736	1,72775	22:46:47	30.10.2023	1,02406	20,7928	 	2023-10-30 22:46:47	0,122196	1,6871570025193836
0,312291	0,778631	1,10816	0,934123	0,555794	24,3218	0,020499	1,7599	22:47:47	30.10.2023	1,02427	20,7544	 	2023-10-30 22:47:47	0,122767	1,718199302918176
0,310979	0,778988	1,10881	0,934301	0,55612	24,3344	0,0207164	1,75848	22:48:47	30.10.2023	1,02378	20,8588	 	2023-10-30 22:48:47	0,134309	1,7176346480689213
0,311795	0,778606	1,1084	0,933966	0,555594	24,3404	0,0213609	1,76427	22:49:47	30.10.2023	1,02466	21,2761	 	2023-10-30 22:49:47	0,130923	1,721810161419398
0,312785	0,778647	1,1089	0,933335	0,557239	24,2442	0,0203925	1,63542	22:50:47	30.10.2023	1,02378	20,8543	 	2023-10-30 22:50:47	0,139142	1,5974330422551721
0,312189	0,779121	1,10891	0,931604	0,555558	24,2868	0,020477	1,74555	22:51:47	30.10.2023	1,02381	20,8496	 	2023-10-30 22:51:47	0,134696	1,7049550209511528
0,312616	0,775846	1,11004	0,934586	0,555618	24,3299	0,021059	1,7602	22:52:47	30.10.2023	1,02448	20,7541	 	2023-10-30 22:52:47	0,131044	1,7181399344057473
0,312416	0,779886	1,10877	0,93442	0,555567	24,3839	0,0200651	1,63897	22:53:47	30.10.2023	1,0247	21,1181	 	2023-10-30 22:53:47	0,133239	1,599463257538792
0,311972	0,778162	1,11136	0,934071	0,555884	24,3693	0,0211472	1,73053	22:54:47	30.10.2023	1,02484	20,9084	 	2023-10-30 22:54:47	0,145623	1,6885855353030716
0,313146	0,779176	1,11152	0,933131	0,556779	24,3391	0,0215622	1,74653	22:55:47	30.10.2023	1,02492	20,8518	 	2023-10-30 22:55:47	0,121003	1,704064707489365
0,312433	0,7778	1,10935	0,932657	0,556303	24,3405	0,0212054	1,76599	22:56:47	30.10.2023	1,025	20,5747	 	2023-10-30 22:56:47	0,152861	1,7229170731707317
0,312119	0,779387	1,10846	0,932427	0,555919	24,2994	0,993047	1,76397	22:57:47	30.10.2023	1,0249	20,6752	 	2023-10-30 22:57:47	0,133695	1,7211142550492733
0,415178	0,874808	1,13154	0,975292	0,572326	24,3309	1,00371	1,74682	22:58:47	30.10.2023	1,02409	20,7398	 	2023-10-30 22:58:47	0,130703	1,705728988663106
0,746742	1,1861	1,34852	1,28019	0,684895	24,3359	1,00209	1,76471	22:59:47	30.10.2023	1,02407	20,7541	 	2023-10-30 22:59:47	0,140793	1,723231810325466
1,06909	1,50237	1,61457	1,5984	0,803801	24,3093	1,00262	1,75225	23:00:47	30.10.2023	1,02736	21,2068	 	2023-10-30 23:00:47	0,136592	1,7055851892228624
1,29214	1,73875	1,83482	1,83326	0,894275	24,362	1,00188	1,76063	23:01:47	30.10.2023	1,02367	20,8499	 	2023-10-30 23:01:47	0,123649	1,719919505309328
1,41627	1,8992	1,99102	1,99175	0,955341	24,2952	1,00184	1,75731	23:02:47	30.10.2023	1,02552	20,6692	 	2023-10-30 23:02:47	0,120879	1,7135794523753802
1,46325	2,00861	2,097	2,08289	0,996907	24,3686	1,00073	1,76347	23:03:47	30.10.2023	1,02477	20,7612	 	2023-10-30 23:03:47	0,110519	1,720844677342233
1,46478	2,07565	2,16108	2,12942	1,02244	24,3981	1,00103	1,76519	23:04:47	30.10.2023	1,02445	20,8975	 	2023-10-30 23:04:47	0,142275	1,723061154765972
1,43461	2,11755	2,20233	2,14933	1,03808	24,3438	1,00192	1,74549	23:05:47	30.10.2023	1,02439	21,0243	 	2023-10-30 23:05:47	0,11164	1,7039311199836
1,38577	2,14623	2,22335	2,15246	1,04756	24,3547	1,00094	1,72923	23:06:47	30.10.2023	1,02418	21,347	 	2023-10-30 23:06:47	0,131235	1,688404382042219
1,34399	2,16013	2,23745	2,14705	1,05514	24,35	1,00222	1,74915	23:07:47	30.10.2023	1,02503	21,1292	 	2023-10-30 23:07:47	0,132024	1,7064378603553065
1,30783	2,171	2,24253	2,13409	1,05776	24,4359	1,00138	1,6183	23:08:47	30.10.2023	1,0247	20,9233	 	2023-10-30 23:08:47	0,125467	1,5792914999512053
1,27288	2,17132	2,24022	2,11778	1,0595	24,3791	1,00124	1,76524	23:09:47	30.10.2023	1,02533	20,7579	 	2023-10-30 23:09:47	0,130601	1,7216310846264127
1,24395	2,17613	2,23586	2,10206	1,0607	24,4011	1,00083	1,64146	23:10:47	30.10.2023	1,02431	21,1687	 	2023-10-30 23:10:47	0,138313	1,602503148460915
1,21524	2,17216	2,23006	2,08866	1,05908	24,3144	1,00011	1,63014	23:11:47	30.10.2023	1,02503	20,9207	 	2023-10-30 23:11:47	0,134237	1,590333941445616
1,19543	2,16823	2,22576	2,07865	1,05994	24,3555	1,0024	1,75073	23:12:47	30.10.2023	1,02422	21,0085	 	2023-10-30 23:12:47	0,127297	1,709330026752065
1,17688	2,16748	2,21908	2,06533	1,0579	24,3578	1,00166	1,7308	23:13:47	30.10.2023	1,02404	20,7686	 	2023-10-30 23:13:47	0,139497	1,6901683527987186
1,16297	2,1628	2,21393	2,05782	1,05792	24,327	1,00156	1,73826	23:14:47	30.10.2023	1,02427	21,1677	 	2023-10-30 23:14:47	0,134579	1,6970720610776455
1,15131	2,15931	2,20594	2,04912	1,05634	24,305	1,00089	1,76368	23:15:47	30.10.2023	1,02449	20,9436	 	2023-10-30 23:15:47	0,144021	1,7215199757928337
1,13899	2,15803	2,20125	2,04383	1,05622	24,272	1,00124	1,60902	23:16:47	30.10.2023	1,02507	20,7836	 	2023-10-30 23:16:47	0,139818	1,5696684128888758
1,13102	2,15486	2,19924	2,03978	1,05447	24,4059	1,00065	1,63697	23:17:47	30.10.2023	1,02378	20,7541	 	2023-10-30 23:17:47	0,137385	1,598947039402997
1,11959	2,14987	2,19433	2,03446	1,05393	24,3182	1,00127	1,72736	23:18:47	30.10.2023	1,02461	21,2373	 	2023-10-30 23:18:47	0,129096	1,6858707215428308
1,11299	2,14567	2,19016	2,02633	1,05336	24,2737	1,00157	1,7413	23:19:47	30.10.2023	1,02377	20,755	 	2023-10-30 23:19:47	0,127911	1,7008703126678844
1,1073	2,1451	2,18582	2,02314	1,05237	24,3577	1,00108	1,64795	23:20:47	30.10.2023	1,02412	20,8497	 	2023-10-30 23:20:47	0,136939	1,6091376010623757
1,10062	2,13953	2,182	2,02238	1,05119	24,3532	1,00098	1,76243	23:21:47	30.10.2023	1,02477	20,7457	 	2023-10-30 23:21:47	0,122172	1,7198298154707885
1,09204	2,13662	2,18329	2,01724	1,05175	24,3625	1,00073	1,63735	23:22:47	30.10.2023	1,02491	20,979	 	2023-10-30 23:22:47	0,124134	1,5975549072601498
1,08648	2,13382	2,18125	2,01244	1,0506	24,3169	0,999787	1,6233	23:23:47	30.10.2023	1,02454	21,0049	 	2023-10-30 23:23:47	0,131559	1,5844183731235482
1,08136	2,12947	2,17981	2,00983	1,05019	24,3295	1,0003	1,6664	23:24:47	30.10.2023	1,02517	20,7541	 	2023-10-30 23:24:47	0,130384	1,6254865046772733
1,07552	2,12653	2,18032	2,00942	1,04989	24,3373	1,00094	1,73894	23:25:47	30.10.2023	1,02444	20,9468	 	2023-10-30 23:25:47	0,137219	1,6974542188903206
1,07021	2,1236	2,17785	2,00681	1,04999	24,336	1,00052	1,64234	23:26:47	30.10.2023	1,02359	20,9313	 	2023-10-30 23:26:47	0,131019	1,6044900790355512
1,067	2,12292	2,17913	2,00747	1,05045	24,3422	1,00199	1,76409	23:27:47	30.10.2023	1,02445	20,9234	 	2023-10-30 23:27:47	0,119161	1,7219874078773973
1,06502	2,11725	2,17678	2,00352	1,04997	24,3145	1,00109	1,73539	23:28:47	30.10.2023	1,02454	20,9601	 	2023-10-30 23:28:47	0,144296	1,6938235696019677
1,05747	2,11717	2,17661	2,00228	1,04927	24,328	1,00055	1,73245	23:29:47	30.10.2023	1,02495	21,1425	 	2023-10-30 23:29:47	0,138756	1,69027757451583
1,05424	2,1132	2,17736	2,0011	1,04794	24,3513	1,00069	1,74891	23:30:47	30.10.2023	1,02406	21,1047	 	2023-10-30 23:30:47	0,133364	1,7078198543054117
1,04762	2,10884	2,17707	1,99904	1,04808	24,347	1,00023	1,72956	23:31:47	30.10.2023	1,02056	20,8543	 	2023-10-30 23:31:47	0,131814	1,6947166261660267
1,04497	2,10814	2,17753	1,99623	1,04795	24,3484	1,00231	1,62973	23:32:47	30.10.2023	1,02422	20,8845	 	2023-10-30 23:32:47	0,139877	1,5911913456093418
1,0403	2,10631	2,17953	1,99444	1,04752	24,4053	1,00102	1,75182	23:33:47	30.10.2023	1,02437	20,8577	 	2023-10-30 23:33:47	0,136642	1,7101437956988197
1,03524	2,10126	2,17897	1,99345	1,04594	24,3471	1,00099	1,73083	23:34:47	30.10.2023	1,02457	20,6541	 	2023-10-30 23:34:47	0,125143	1,6893233258830536
1,03246	2,09993	2,18151	1,99004	1,04532	24,302	1,00069	1,73441	23:35:47	30.10.2023	1,02483	20,9432	 	2023-10-30 23:35:47	0,119948	1,692388005815599
1,02768	2,09892	2,17983	1,98782	1,04573	24,2692	1,00087	1,71892	23:36:47	30.10.2023	1,02347	20,8127	 	2023-10-30 23:36:47	0,127421	1,6795020860406262
1,02342	2,09546	2,17941	1,98674	1,04598	24,3385	1,00139	1,73591	23:37:47	30.10.2023	1,02436	20,8564	 	2023-10-30 23:37:47	0,141187	1,6946288414229373
1,01606	2,09528	2,17951	1,98395	1,04573	24,3361	1,00101	1,73728	23:38:47	30.10.2023	1,02425	20,7766	 	2023-10-30 23:38:47	0,130466	1,6961484012692212
1,01581	2,09267	2,17871	1,98298	1,04519	24,4158	1,00092	1,64239	23:39:47	30.10.2023	1,02495	20,9093	 	2023-10-30 23:39:47	0,139969	1,6024098736523733
1,00967	2,08914	2,17989	1,98051	1,0459	24,3198	1,00221	1,76527	23:40:47	30.10.2023	1,02386	21,0508	 	2023-10-30 23:40:47	0,109474	1,7241322055749808
1,00689	2,0855	2,17986	1,9774	1,04579	24,38	1,00181	1,76351	23:41:47	30.10.2023	1,02357	20,8472	 	2023-10-30 23:41:47	0,137207	1,7229012182850219
1,00537	2,0863	2,17904	1,97421	1,04606	24,3627	1,00206	1,76115	23:42:47	30.10.2023	1,02393	20,7541	 	2023-10-30 23:42:47	0,144942	1,719990624359087
1,00105	2,08378	2,17874	1,97341	1,04636	24,3009	1,00133	1,72978	23:43:47	30.10.2023	1,02439	20,7692	 	2023-10-30 23:43:47	0,13766	1,6885951639512298
0,996778	2,08041	2,17972	1,97169	1,04501	24,3869	1,00257	1,75745	23:44:47	30.10.2023	1,02452	21,2543	 	2023-10-30 23:44:47	0,120248	1,7153886698161087
0,99483	2,08041	2,18004	1,97041	1,04547	24,3145	1,00191	1,60427	23:45:47	30.10.2023	1,0247	20,9415	 	2023-10-30 23:45:47	0,131032	1,5655996877134772
0,991899	2,07835	2,18198	1,96902	1,0457	24,4075	1,00174	1,74421	23:46:47	30.10.2023	1,02464	20,8943	 	2023-10-30 23:46:47	0,144497	1,7022661617738915
0,990002	2,0759	2,18261	1,9642	1,04493	24,319	1,00133	1,74873	23:47:47	30.10.2023	1,02457	21,1402	 	2023-10-30 23:47:47	0,126776	1,7067940697072919
0,985623	2,07207	2,1822	1,96433	1,04534	24,4238	1,00172	1,64189	23:48:47	30.10.2023	1,02368	20,9531	 	2023-10-30 23:48:47	0,137999	1,6039094248202566
0,983013	2,07364	2,18159	1,96148	1,0459	24,3642	1,00135	1,61438	23:49:47	30.10.2023	1,02175	21,0436	 	2023-10-30 23:49:47	0,13657	1,5800146806948863
0,977895	2,06956	2,17985	1,95757	1,04576	24,4263	1,00083	1,73159	23:50:47	30.10.2023	1,02435	20,9844	 	2023-10-30 23:50:47	0,126227	1,6904280763410942
0,977436	2,0671	2,18192	1,95676	1,04677	24,3284	1,00068	1,74973	23:51:47	30.10.2023	1,02416	20,8494	 	2023-10-30 23:51:47	0,14584	1,7084537572254337
0,971464	2,06846	2,18073	1,95402	1,04559	24,3187	1,00077	1,62103	23:52:47	30.10.2023	1,02483	20,8732	 	2023-10-30 23:52:47	0,144924	1,5817550227842667
0,969653	2,06352	2,18005	1,9546	1,04518	24,3047	1,00206	1,75883	23:53:47	30.10.2023	1,0238	20,7642	 	2023-10-30 23:53:47	0,12003	1,7179429576089078
0,966449	2,06474	2,18135	1,95202	1,04627	24,3445	1,0025	1,73098	23:54:47	30.10.2023	1,02517	21,1542	 	2023-10-30 23:54:47	0,12445	1,6884809348693388
0,964541	2,06104	2,18375	1,95167	1,04664	24,3374	1,00157	1,74435	23:55:47	30.10.2023	1,02338	20,6604	 	2023-10-30 23:55:47	0,137415	1,7044988176434952
