mV	mV.1	mV.2	mV.3	mV.4	°C	bar	%*bar	Zeit	Datum	Druck	Temp	sep	Zeitstempel	S4-008	%
0,295968	0,797533	1,10321	0,983285	0,55483	24,4047	0,0182609	3,49717	18:55:47	30.10.2023	2,09265	20,662	 	2023-10-30 18:55:47	0,211958	1,6711681360953816
0,298875	0,799143	1,10178	0,98204	0,556211	24,3015	0,0175908	3,49234	18:56:47	30.10.2023	2,09588	20,7656	 	2023-10-30 18:56:47	0,229132	1,666288146267916
0,29863	0,795794	1,10084	0,981186	0,555388	24,3326	0,0177531	3,62316	18:57:47	30.10.2023	2,09699	20,8698	 	2023-10-30 18:57:47	0,246948	1,7277907858406574
0,29733	0,799033	1,10074	0,982159	0,55564	24,3513	0,0168339	3,5432	18:58:47	30.10.2023	2,0961	20,7541	 	2023-10-30 18:58:47	0,235123	1,690377367492009
0,297906	0,799298	1,1001	0,98214	0,556104	24,3719	0,0170699	3,50734	18:59:47	30.10.2023	2,09586	20,8423	 	2023-10-30 18:59:47	0,241407	1,6734610136173218
0,299502	0,798654	1,10109	0,980293	0,555552	24,3288	0,0165515	3,52762	19:00:47	30.10.2023	1,86594	20,7541	 	2023-10-30 19:00:47	0,230568	1,8905323858216236
0,297315	0,795953	1,10159	0,978708	0,556167	24,3631	0,018119	3,51999	19:01:47	30.10.2023	1,86261	20,7486	 	2023-10-30 19:01:47	0,233579	1,8898159034902635
0,297375	0,798086	1,10251	0,978444	0,554838	24,302	0,0171574	3,19218	19:02:47	30.10.2023	1,86352	20,9357	 	2023-10-30 19:02:47	0,212657	1,7129840302223749
0,29599	0,79843	1,1008	0,978615	0,554005	24,3522	0,0170984	3,14741	19:03:47	30.10.2023	1,86332	21,0281	 	2023-10-30 19:03:47	0,21499	1,6891408883068928
0,295869	0,796698	1,10402	0,975877	0,555307	24,4048	0,0176963	3,15167	19:04:47	30.10.2023	1,86249	20,5553	 	2023-10-30 19:04:47	0,207111	1,692180897615558
0,296308	0,798099	1,1023	0,97681	0,555202	24,4605	0,0173438	3,11454	19:05:47	30.10.2023	1,86261	20,7464	 	2023-10-30 19:05:47	0,199708	1,6721374844975596
0,298978	0,798537	1,10142	0,97698	0,555817	24,3483	0,0166569	3,12746	19:06:47	30.10.2023	1,85938	20,5762	 	2023-10-30 19:06:47	0,202777	1,6819907711172541
0,298345	0,797222	1,10159	0,976733	0,555634	24,406	0,0174378	3,13333	19:07:47	30.10.2023	1,86237	20,7541	 	2023-10-30 19:07:47	0,200361	1,6824422644265102
0,297508	0,797094	1,10205	0,974312	0,555146	24,3863	0,0162657	3,15247	19:08:47	30.10.2023	1,85847	20,7387	 	2023-10-30 19:08:47	0,216271	1,6962716643260316
0,298742	0,796804	1,10053	0,975798	0,555947	24,4081	0,0174704	3,11611	19:09:47	30.10.2023	1,86241	21,1232	 	2023-10-30 19:09:47	0,207414	1,673160045317626
0,298441	0,79599	1,10531	0,972914	0,556168	24,3987	0,0171284	3,11315	19:10:47	30.10.2023	1,61234	20,8902	 	2023-10-30 19:10:47	0,211111	1,9308272448739099
0,297945	0,7944	1,1065	0,9732	0,555526	24,3528	0,0178094	3,11939	19:11:47	30.10.2023	1,61258	20,7853	 	2023-10-30 19:11:47	0,198345	1,9344094556549134
0,297156	0,79519	1,10426	0,971441	0,554898	24,4122	0,0162068	2,77943	19:12:47	30.10.2023	1,60796	20,8511	 	2023-10-30 19:12:47	0,193437	1,7285442423940893
0,298302	0,796676	1,10652	0,971293	0,554777	24,3803	0,0173484	2,76651	19:13:47	30.10.2023	1,60883	20,7404	 	2023-10-30 19:13:47	0,192143	1,7195788243630463
0,296805	0,799053	1,10614	0,973031	0,556163	24,3601	0,0179372	2,74259	19:14:47	30.10.2023	1,60841	20,85	 	2023-10-30 19:14:47	0,177611	1,7051560236506862
0,296765	0,795479	1,10556	0,972538	0,555658	24,3098	0,0177369	2,77097	19:15:47	30.10.2023	1,60827	20,9951	 	2023-10-30 19:15:47	0,165122	1,722950748319623
0,298391	0,796166	1,10582	0,971606	0,555375	24,3736	0,0175798	2,77089	19:16:47	30.10.2023	1,60805	20,9565	 	2023-10-30 19:16:47	0,180773	1,7231367183856223
0,300308	0,796549	1,1056	0,970035	0,555196	24,3346	0,0185741	2,74124	19:17:47	30.10.2023	1,60846	21,0542	 	2023-10-30 19:17:47	0,163137	1,704263705656342
0,300007	0,794989	1,10834	0,97049	0,555984	24,3652	0,0176761	2,64995	19:18:47	30.10.2023	1,60905	21,1542	 	2023-10-30 19:18:47	0,188832	1,6469034523476584
0,297956	0,799778	1,10692	0,970261	0,555291	24,4023	0,0187129	2,75037	19:19:47	30.10.2023	1,6089	20,7684	 	2023-10-30 19:19:47	0,195089	1,7094723102741005
0,300341	0,797696	1,10708	0,971956	0,555767	24,3845	0,0185511	2,74054	19:20:47	30.10.2023	1,36577	21,3273	 	2023-10-30 19:20:47	0,173707	2,0065896893327575
0,300144	0,797466	1,10815	0,969172	0,555591	24,3	0,0186153	2,75602	19:21:47	30.10.2023	1,35327	20,9228	 	2023-10-30 19:21:47	0,165304	2,036563287444486
0,297627	0,794007	1,10943	0,968901	0,555475	24,3563	0,0175261	2,3714	19:22:47	30.10.2023	1,35334	20,7541	 	2023-10-30 19:22:47	0,147223	1,7522573780424726
0,30124	0,794374	1,10739	0,968183	0,555829	24,4012	0,0191148	2,26131	19:23:47	30.10.2023	1,35324	20,8606	 	2023-10-30 19:23:47	0,164969	1,6710339629334041
0,297042	0,795188	1,10659	0,964803	0,556044	24,417	0,0180513	2,36698	19:24:47	30.10.2023	1,3537	21,0694	 	2023-10-30 19:24:47	0,158717	1,7485262613577601
0,298287	0,793681	1,10836	0,966678	0,555318	24,3675	0,0166302	2,27313	19:25:47	30.10.2023	1,35307	20,777	 	2023-10-30 19:25:47	0,148779	1,67997960194225
0,297888	0,796023	1,10637	0,963935	0,555912	24,3596	0,0179674	2,23852	19:26:47	30.10.2023	1,35309	21,0388	 	2023-10-30 19:26:47	0,173121	1,6543762794788226
0,29855	0,79572	1,10562	0,964497	0,556372	24,4081	0,0189295	2,24161	19:27:47	30.10.2023	1,35342	20,8595	 	2023-10-30 19:27:47	0,156488	1,6562560033101328
0,297439	0,794047	1,10716	0,964352	0,555337	24,3337	0,0181707	2,26129	19:28:47	30.10.2023	1,35317	20,7881	 	2023-10-30 19:28:47	0,144866	1,6711056260484638
0,298073	0,794361	1,1079	0,963309	0,556098	24,3403	0,0173745	2,24676	19:29:47	30.10.2023	1,35131	20,739	 	2023-10-30 19:29:47	0,158554	1,662653277190282
0,298962	0,796424	1,10791	0,962557	0,555077	24,3999	0,0172802	2,24093	19:30:47	30.10.2023	1,01364	21,1457	 	2023-10-30 19:30:47	0,219454	2,2107750286097625
0,298405	0,794622	1,10688	0,962315	0,555619	24,3431	0,0176506	2,24806	19:31:47	30.10.2023	1,01332	20,8611	 	2023-10-30 19:31:47	0,215462	2,2185094540717643
0,298033	0,795023	1,10688	0,962031	0,554569	24,3285	0,0181831	1,74193	19:32:47	30.10.2023	1,0246	20,7649	 	2023-10-30 19:32:47	0,137162	1,700107358969354
0,298186	0,794285	1,1056	0,962208	0,55665	24,2845	0,0178923	1,62947	19:33:47	30.10.2023	1,02406	20,8216	 	2023-10-30 19:33:47	0,127841	1,5911860633166026
0,297717	0,793359	1,10622	0,963565	0,555282	24,3841	0,0186474	1,73738	19:34:47	30.10.2023	1,02491	20,8543	 	2023-10-30 19:34:47	0,135414	1,6951537208145104
0,298871	0,794243	1,10442	0,960742	0,556395	24,3517	0,0183733	1,73818	19:35:47	30.10.2023	1,02405	20,6613	 	2023-10-30 19:35:47	0,130184	1,6973585274156537
0,301062	0,793072	1,10276	0,961535	0,555027	24,4011	0,0177307	1,74131	19:36:47	30.10.2023	1,024	21,0096	 	2023-10-30 19:36:47	0,128462	1,700498046875
0,300128	0,79556	1,10205	0,96116	0,555234	24,2916	0,0186883	1,74036	19:37:47	30.10.2023	1,02425	20,8386	 	2023-10-30 19:37:47	0,137233	1,6991554796192334
0,298686	0,79292	1,10536	0,961832	0,555551	24,3965	0,0177592	1,73041	19:38:47	30.10.2023	1,02419	20,8609	 	2023-10-30 19:38:47	0,124744	1,6895400267528486
0,300653	0,794614	1,10565	0,958541	0,556305	24,4031	0,0191726	1,73917	19:39:47	30.10.2023	1,02395	20,7901	 	2023-10-30 19:39:47	0,126332	1,698491137262562
0,299145	0,795071	1,10433	0,960489	0,555873	24,3439	0,0194901	1,74499	19:40:47	30.10.2023	1,02484	21,0519	 	2023-10-30 19:40:47	0,116126	1,7026950548378283
0,299501	0,792537	1,10469	0,959537	0,555803	24,3483	0,0186508	1,74786	19:41:47	30.10.2023	1,02421	21,234	 	2023-10-30 19:41:47	0,128824	1,7065445562921666
0,300313	0,793704	1,10264	0,960707	0,556566	24,3208	0,0179945	1,75606	19:42:47	30.10.2023	1,02457	20,8247	 	2023-10-30 19:42:47	0,121649	1,713948290502357
0,299665	0,794034	1,10163	0,959026	0,556139	24,3594	0,0191634	1,76612	19:43:47	30.10.2023	1,02448	20,8292	 	2023-10-30 19:43:47	0,116526	1,7239184757145087
0,300147	0,79579	1,10252	0,957874	0,554968	24,3795	0,0183454	1,75617	19:44:47	30.10.2023	1,02504	20,9543	 	2023-10-30 19:44:47	0,113787	1,713269726059471
0,299429	0,793568	1,10194	0,957151	0,555161	24,3876	0,0180291	1,76662	19:45:47	30.10.2023	1,02344	20,85	 	2023-10-30 19:45:47	0,126608	1,7261588368639103
0,300793	0,793566	1,10136	0,958897	0,555842	24,3736	0,0189144	1,73175	19:46:47	30.10.2023	1,02456	20,7711	 	2023-10-30 19:46:47	0,140042	1,6902377605996721
0,302001	0,793153	1,10322	0,95778	0,555693	24,295	0,018633	1,76485	19:47:47	30.10.2023	1,02351	20,8543	 	2023-10-30 19:47:47	0,139231	1,7243114380904927
0,300509	0,793039	1,1013	0,957807	0,556027	24,3922	0,018758	1,76845	19:48:47	30.10.2023	1,02356	20,8703	 	2023-10-30 19:48:47	0,115105	1,7277443432725
0,298877	0,79278	1,10081	0,957003	0,555436	24,3429	0,0182182	1,76407	19:49:47	30.10.2023	1,02431	20,7811	 	2023-10-30 19:49:47	0,1281	1,7222032392537414
0,299788	0,790191	1,10183	0,955979	0,556239	24,3607	0,0191654	1,73997	19:50:47	30.10.2023	1,02357	20,7541	 	2023-10-30 19:50:47	0,129574	1,699903279697529
0,299589	0,791909	1,10223	0,95513	0,553713	24,369	0,0182254	1,75445	19:51:47	30.10.2023	1,02368	20,9536	 	2023-10-30 19:51:47	0,120973	1,7138656611441077
0,298823	0,792035	1,10603	0,953825	0,555867	24,3765	0,0188924	1,63322	19:52:47	30.10.2023	1,02447	21,2407	 	2023-10-30 19:52:47	0,119777	1,5942096889123156
0,300677	0,791797	1,10264	0,954633	0,555716	24,333	0,0180173	1,74052	19:53:47	30.10.2023	1,02426	21,0209	 	2023-10-30 19:53:47	0,12913	1,699295100853299
0,299763	0,793987	1,10315	0,954507	0,555586	24,2895	0,0191517	1,74388	19:54:47	30.10.2023	1,024	20,5779	 	2023-10-30 19:54:47	0,136091	1,7030078125
0,30456	0,791884	1,10596	0,953017	0,55607	24,2905	0,0195139	1,74378	19:55:47	30.10.2023	1,02347	21,07	 	2023-10-30 19:55:47	0,133607	1,70379200171964
0,299318	0,791016	1,1048	0,954355	0,556456	24,3294	0,0190356	1,621	19:56:47	30.10.2023	1,02489	20,9478	 	2023-10-30 19:56:47	0,139864	1,5816331508747279
0,300231	0,792801	1,10199	0,951943	0,556236	24,3606	0,0191266	1,7494	19:57:47	30.10.2023	1,02505	21,1188	 	2023-10-30 19:57:47	0,125995	1,7066484561728696
0,300207	0,792285	1,10277	0,952343	0,55557	24,3762	0,0191457	1,72943	19:58:47	30.10.2023	1,02373	20,5878	 	2023-10-30 19:58:47	0,130277	1,6893419163255936
0,300319	0,792822	1,10353	0,953658	0,554864	24,3349	0,0190854	1,7563	19:59:47	30.10.2023	1,0235	20,6594	 	2023-10-30 19:59:47	0,13009	1,7159745969711773
0,30023	0,792547	1,10288	0,952023	0,555307	24,3897	0,0190133	1,73374	20:00:47	30.10.2023	1,02421	21,1121	 	2023-10-30 20:00:47	0,127883	1,6927583210474413
0,301079	0,791495	1,1028	0,953237	0,555181	24,3878	0,0182682	1,73108	20:01:47	30.10.2023	1,02373	20,842	 	2023-10-30 20:01:47	0,124734	1,6909536694245553
0,302431	0,793968	1,10299	0,952886	0,555568	24,3768	0,0187116	1,74214	20:02:47	30.10.2023	1,02397	20,9899	 	2023-10-30 20:02:47	0,123143	1,7013584382354952
0,300738	0,791732	1,10435	0,951724	0,555567	24,3523	0,0187965	1,76186	20:03:47	30.10.2023	1,02357	20,9507	 	2023-10-30 20:03:47	0,113656	1,7212892132438424
0,299133	0,794622	1,10279	0,951704	0,555469	24,3748	0,0185214	1,76691	20:04:47	30.10.2023	1,02395	20,7767	 	2023-10-30 20:04:47	0,116553	1,725582303823429
0,302554	0,792734	1,10346	0,950723	0,556326	24,4012	0,019163	1,73704	20:05:47	30.10.2023	1,02469	20,8886	 	2023-10-30 20:05:47	0,118457	1,6951858610896953
0,301466	0,791371	1,10459	0,952199	0,556396	24,4441	0,018883	1,76681	20:06:47	30.10.2023	1,02367	20,9226	 	2023-10-30 20:06:47	0,132527	1,725956607109713
0,300175	0,792775	1,10322	0,950712	0,554681	24,4022	0,0190707	1,63307	20:07:47	30.10.2023	1,02335	20,7445	 	2023-10-30 20:07:47	0,122554	1,595807885865051
0,300207	0,790989	1,10359	0,950487	0,556093	24,3283	0,0188922	1,7312	20:08:47	30.10.2023	1,0241	21,0455	 	2023-10-30 20:08:47	0,128515	1,6904599160238258
0,298822	0,792636	1,10131	0,95056	0,555287	24,4091	0,0185288	1,74459	20:09:47	30.10.2023	1,02414	20,8537	 	2023-10-30 20:09:47	0,124313	1,703468275821665
0,302382	0,794599	1,10212	0,950933	0,55565	24,3385	0,0193035	1,75238	20:10:47	30.10.2023	1,02375	20,7857	 	2023-10-30 20:10:47	0,12713	1,711726495726496
0,303518	0,792679	1,10343	0,951648	0,554483	24,3681	0,0191794	1,74681	20:11:47	30.10.2023	1,02454	20,6795	 	2023-10-30 20:11:47	0,119996	1,7049700353329298
0,301464	0,792115	1,10401	0,950984	0,55445	24,3968	0,0184969	1,72928	20:12:47	30.10.2023	1,02352	20,9788	 	2023-10-30 20:12:47	0,119228	1,6895419727997498
0,301289	0,792474	1,10611	0,94885	0,555539	24,4048	0,0188607	1,73877	20:13:47	30.10.2023	1,02396	20,8384	 	2023-10-30 20:13:47	0,127617	1,6980839095277158
0,303436	0,79216	1,10658	0,948877	0,555269	24,3501	0,0191228	1,74602	20:14:47	30.10.2023	1,0245	21,3355	 	2023-10-30 20:14:47	0,128639	1,704265495363592
0,30407	0,791076	1,10631	0,949644	0,555571	24,401	0,0193468	1,73007	20:15:47	30.10.2023	1,02443	20,9474	 	2023-10-30 20:15:47	0,114581	1,688812315141103
0,302891	0,793701	1,10883	0,95012	0,556712	24,3406	0,0199199	1,76207	20:16:47	30.10.2023	1,02364	20,9218	 	2023-10-30 20:16:47	0,141036	1,721376655855574
0,303168	0,790881	1,10938	0,949209	0,556319	24,3624	0,0190493	1,73749	20:17:47	30.10.2023	1,0246	20,9236	 	2023-10-30 20:17:47	0,119021	1,6957739605699786
0,302808	0,788621	1,10886	0,948831	0,556713	24,4073	0,0184244	1,74157	20:18:47	30.10.2023	1,0234	20,76	 	2023-10-30 20:18:47	0,133573	1,7017490717217119
0,303893	0,791943	1,1087	0,94813	0,555547	24,3237	0,0186395	1,76585	20:19:47	30.10.2023	1,02378	20,778	 	2023-10-30 20:19:47	0,127487	1,7248334603137394
0,303022	0,789949	1,10646	0,948171	0,555452	24,3544	0,0184938	1,73079	20:20:47	30.10.2023	1,02425	20,6535	 	2023-10-30 20:20:47	0,132918	1,6898120576031241
0,302393	0,79063	1,10932	0,947502	0,554733	24,3548	0,0187921	1,74793	20:21:47	30.10.2023	1,02404	20,7541	 	2023-10-30 20:21:47	0,130066	1,7068962149916018
0,302409	0,792033	1,10999	0,946795	0,555404	24,3906	0,0187223	1,61062	20:22:47	30.10.2023	1,02339	20,7541	 	2023-10-30 20:22:47	0,133642	1,5738086164609777
0,30103	0,788948	1,11218	0,947097	0,556587	24,3645	0,0183237	1,72764	20:23:47	30.10.2023	1,02377	20,8428	 	2023-10-30 20:23:47	0,135864	1,6875274719907791
0,302291	0,788268	1,11178	0,947568	0,555212	24,3596	0,0193019	1,7491	20:24:47	30.10.2023	1,02394	20,8308	 	2023-10-30 20:24:47	0,132078	1,708205558919468
0,301496	0,789499	1,1109	0,947154	0,555791	24,3578	0,0193076	1,73325	20:25:47	30.10.2023	1,02395	21,0519	 	2023-10-30 20:25:47	0,137279	1,6927096049611798
0,304368	0,790708	1,10991	0,947119	0,555688	24,3794	0,0185256	1,73368	20:26:47	30.10.2023	1,02381	21,3357	 	2023-10-30 20:26:47	0,125033	1,6933610728553148
0,303535	0,790594	1,10866	0,947571	0,555843	24,3518	0,0192849	1,75693	20:27:47	30.10.2023	1,02363	20,8344	 	2023-10-30 20:27:47	0,135303	1,7163721266473237
0,304118	0,788657	1,10876	0,946684	0,557163	24,2928	0,0185206	1,75204	20:28:47	30.10.2023	1,02459	20,768	 	2023-10-30 20:28:47	0,128201	1,7099913135986105
0,304889	0,79108	1,11014	0,949094	0,555625	24,3441	0,0191819	1,74662	20:29:47	30.10.2023	1,02453	20,9356	 	2023-10-30 20:29:47	0,139726	1,7048012259279866
0,301288	0,791149	1,1101	0,947171	0,555838	24,3253	0,0196735	1,75878	20:30:47	30.10.2023	1,02384	20,765	 	2023-10-30 20:30:47	0,129155	1,7178270042194093
0,306415	0,789195	1,10867	0,945849	0,55556	24,2882	0,0199392	1,74355	20:31:47	30.10.2023	1,02401	20,8839	 	2023-10-30 20:31:47	0,118229	1,7026689192488353
0,302505	0,788984	1,10982	0,947858	0,555865	24,4031	0,0197209	1,76005	20:32:47	30.10.2023	1,02475	20,9543	 	2023-10-30 20:32:47	0,124105	1,7175408636252743
0,302506	0,789773	1,1127	0,947554	0,555908	24,3738	0,0201487	1,60615	20:33:47	30.10.2023	1,02414	20,9482	 	2023-10-30 20:33:47	0,126573	1,568291444529068
0,304913	0,788415	1,11084	0,94533	0,556307	24,3812	0,0197972	1,74797	20:34:47	30.10.2023	1,02453	20,8345	 	2023-10-30 20:34:47	0,125943	1,706118903302002
0,303481	0,788867	1,11163	0,947199	0,555287	24,3376	0,0195122	1,73144	20:35:47	30.10.2023	1,02371	20,7541	 	2023-10-30 20:35:47	0,129486	1,6913383673110551
0,302858	0,789573	1,11245	0,945327	0,55593	24,3885	0,0201081	1,7351	20:36:47	30.10.2023	1,02494	21,2497	 	2023-10-30 20:36:47	0,136421	1,692879583195114
0,30179	0,788417	1,11225	0,944361	0,555733	24,3086	0,020485	1,64041	20:37:47	30.10.2023	1,02423	21,2358	 	2023-10-30 20:37:47	0,143437	1,6016031555412358
0,301024	0,788706	1,11312	0,94486	0,556207	24,3759	0,0202403	1,73484	20:38:47	30.10.2023	1,02383	20,7705	 	2023-10-30 20:38:47	0,12215	1,69446099450104
0,303398	0,786832	1,11396	0,946257	0,556914	24,2967	0,0195364	1,61178	20:39:47	30.10.2023	1,02434	20,8547	 	2023-10-30 20:39:47	0,134827	1,5734814612335748
0,30317	0,787412	1,1127	0,943622	0,555476	24,3841	0,0198988	1,76347	20:40:47	30.10.2023	1,02471	21,3254	 	2023-10-30 20:40:47	0,138936	1,7209454382215457
0,303612	0,786438	1,11376	0,943618	0,556261	24,4184	0,0205273	1,75007	20:41:47	30.10.2023	1,02441	20,8464	 	2023-10-30 20:41:47	0,146056	1,7083687195556465
0,303101	0,790632	1,11306	0,945225	0,556148	24,3838	0,0195779	1,73163	20:42:47	30.10.2023	1,02458	20,9426	 	2023-10-30 20:42:47	0,12881	1,690087645669445
0,305584	0,790141	1,11223	0,944365	0,555764	24,3534	0,0188955	1,63312	20:43:47	30.10.2023	1,02396	21,1223	 	2023-10-30 20:43:47	0,132177	1,5949060510176178
0,30491	0,789774	1,11163	0,94445	0,556225	24,3548	0,0191511	1,76515	20:44:47	30.10.2023	1,02396	20,9509	 	2023-10-30 20:44:47	0,134799	1,7238466346341654
0,306941	0,788365	1,11199	0,944232	0,5557	24,3626	0,0192361	1,61141	20:45:47	30.10.2023	1,02427	20,8543	 	2023-10-30 20:45:47	0,130452	1,5732277622111357
0,303027	0,789168	1,11069	0,944002	0,555852	24,2959	0,0196638	1,73985	20:46:47	30.10.2023	1,02366	20,7541	 	2023-10-30 20:46:47	0,125792	1,6996365980892092
0,303228	0,788258	1,11052	0,94216	0,555598	24,3824	0,0199042	1,73	20:47:47	30.10.2023	1,0236	20,6541	 	2023-10-30 20:47:47	0,122146	1,6901133255177803
0,303906	0,787735	1,11085	0,943942	0,555251	24,3254	0,0197636	1,75765	20:48:47	30.10.2023	1,02154	21,0493	 	2023-10-30 20:48:47	0,120893	1,7205885232100555
0,303073	0,786712	1,11109	0,942638	0,55578	24,3805	0,0183082	1,60615	20:49:47	30.10.2023	1,02397	20,675	 	2023-10-30 20:49:47	0,139104	1,5685518130413976
0,303794	0,787708	1,11018	0,942121	0,555729	24,3601	0,0189126	1,76393	20:50:47	30.10.2023	1,02073	20,6686	 	2023-10-30 20:50:47	0,120987	1,7281063552555525
0,304694	0,788762	1,10982	0,941237	0,555807	24,3827	0,0182374	1,7307	20:51:47	30.10.2023	1,02355	20,6573	 	2023-10-30 20:51:47	0,13582	1,6908797811538274
0,3041	0,788963	1,11071	0,943495	0,555296	24,3767	0,0197394	1,62665	20:52:47	30.10.2023	1,02445	21,1383	 	2023-10-30 20:52:47	0,121808	1,5878276148177068
0,305602	0,787427	1,11024	0,942542	0,556135	24,3952	0,0192829	1,60552	20:53:47	30.10.2023	1,02419	20,6989	 	2023-10-30 20:53:47	0,145725	1,5675997617629542
0,302015	0,789912	1,10681	0,941917	0,556622	24,3134	0,0195069	1,7287	20:54:47	30.10.2023	1,02362	20,6796	 	2023-10-30 20:54:47	0,127957	1,6888103006975244
0,303633	0,79064	1,10611	0,941385	0,55521	24,3903	0,0178277	1,7396	20:55:47	30.10.2023	1,02435	21,1715	 	2023-10-30 20:55:47	0,127863	1,698247669253673
0,305117	0,788081	1,10807	0,941376	0,555246	24,3784	0,0197474	1,75676	20:56:47	30.10.2023	1,02368	20,8505	 	2023-10-30 20:56:47	0,130383	1,71612222569553
0,305304	0,785288	1,10816	0,942749	0,554918	24,3692	0,0191002	1,73803	20:57:47	30.10.2023	1,02479	20,762	 	2023-10-30 20:57:47	0,120986	1,6959864947940553
0,304502	0,786599	1,10988	0,943648	0,556343	24,3548	0,0187627	1,74994	20:58:47	30.10.2023	1,02428	20,8422	 	2023-10-30 20:58:47	0,139407	1,7084586245948372
0,306484	0,78787	1,10989	0,94366	0,555716	24,3333	0,0200449	1,76279	20:59:47	30.10.2023	1,02424	20,6767	 	2023-10-30 20:59:47	0,135424	1,7210712333046942
0,306181	0,786336	1,11077	0,942053	0,556285	24,374	0,0190173	1,73603	21:00:47	30.10.2023	1,02456	20,8543	 	2023-10-30 21:00:47	0,12121	1,694415163582416
0,304983	0,784226	1,10994	0,942347	0,556004	24,3829	0,0184652	1,74249	21:01:47	30.10.2023	1,02499	20,9289	 	2023-10-30 21:01:47	0,140909	1,7000068293349204
0,30492	0,786834	1,10915	0,940677	0,554761	24,3105	0,0195927	1,60665	21:02:47	30.10.2023	1,02425	20,8543	 	2023-10-30 21:02:47	0,12381	1,5686111789113983
0,304304	0,786787	1,10853	0,941306	0,55508	24,419	0,0194318	1,62184	21:03:47	30.10.2023	1,02409	20,9623	 	2023-10-30 21:03:47	0,136973	1,5836889335898212
0,307117	0,787029	1,10681	0,939441	0,55564	24,3787	0,0194538	1,76239	21:04:47	30.10.2023	1,02119	21,0381	 	2023-10-30 21:04:47	0,145078	1,7258198768103876
0,304311	0,78421	1,10619	0,939189	0,556082	24,392	0,0202909	1,74841	21:05:47	30.10.2023	1,02409	20,9188	 	2023-10-30 21:05:47	0,132605	1,7072815865793047
0,304361	0,788138	1,10627	0,940956	0,556185	24,4001	0,0193818	1,73497	21:06:47	30.10.2023	1,024	20,9543	 	2023-10-30 21:06:47	0,138945	1,6943066406249998
0,305863	0,787106	1,1071	0,939277	0,555568	24,3184	0,0200044	1,76272	21:07:47	30.10.2023	1,02375	20,7514	 	2023-10-30 21:07:47	0,142079	1,721826617826618
0,304131	0,788262	1,10577	0,939657	0,556377	24,3736	0,0199013	1,63538	21:08:47	30.10.2023	1,02375	20,8414	 	2023-10-30 21:08:47	0,124921	1,5974407814407816
0,30541	0,786105	1,1048	0,940215	0,555296	24,3766	0,0199812	1,63675	21:09:47	30.10.2023	1,02461	20,8089	 	2023-10-30 21:09:47	0,124916	1,5974370736182546
0,307495	0,783474	1,1067	0,939831	0,555709	24,3522	0,0184908	1,73417	21:10:47	30.10.2023	1,02444	21,0067	 	2023-10-30 21:10:47	0,134907	1,6927980164772949
0,304842	0,783491	1,10573	0,941043	0,554866	24,3923	0,0187229	1,73048	21:11:47	30.10.2023	1,02098	20,5598	 	2023-10-30 21:11:47	0,116349	1,6949205665145253
0,307281	0,783395	1,10703	0,940326	0,556338	24,3659	0,0189341	1,75017	21:12:47	30.10.2023	1,02375	20,6678	 	2023-10-30 21:12:47	0,106106	1,7095677655677657
0,30659	0,787091	1,10778	0,93941	0,556115	24,4009	0,0186939	1,75764	21:13:47	30.10.2023	1,02425	20,606	 	2023-10-30 21:13:47	0,129217	1,7160263607517694
0,306602	0,785741	1,10864	0,938642	0,555698	24,3938	0,0186815	1,75474	21:14:47	30.10.2023	1,02263	20,7541	 	2023-10-30 21:14:47	0,139285	1,715908979787411
0,306881	0,787159	1,11025	0,937881	0,556631	24,3554	0,01839	1,71689	21:15:47	30.10.2023	1,02491	20,8513	 	2023-10-30 21:15:47	0,140581	1,6751617215170114
0,30469	0,784991	1,10783	0,938862	0,556708	24,3686	0,0190377	1,61064	21:16:47	30.10.2023	1,02497	20,9486	 	2023-10-30 21:16:47	0,126504	1,5714020898172631
0,307838	0,78578	1,10939	0,939259	0,555809	24,3393	0,0189627	1,75763	21:17:47	30.10.2023	1,02447	21,1357	 	2023-10-30 21:17:47	0,139046	1,7156480912081369
0,307576	0,783728	1,10892	0,939533	0,555355	24,4067	0,0183989	1,6285	21:18:47	30.10.2023	1,0237	21,1156	 	2023-10-30 21:18:47	0,136162	1,590798085376575
0,307394	0,786166	1,10999	0,94022	0,555383	24,3938	0,019633	1,74951	21:19:47	30.10.2023	1,0245	21,0427	 	2023-10-30 21:19:47	0,151711	1,7076720351390922
0,309527	0,784718	1,10945	0,939347	0,556776	24,4263	0,0192414	1,76002	21:20:47	30.10.2023	1,02473	20,681	 	2023-10-30 21:20:47	0,138438	1,7175451094434633
0,304439	0,78517	1,10926	0,939768	0,556596	24,378	0,0181559	1,74691	21:21:47	30.10.2023	1,02402	21,067	 	2023-10-30 21:21:47	0,119648	1,7059334778617605
0,308982	0,78386	1,10885	0,939488	0,555229	24,3457	0,0192399	1,75087	21:22:47	30.10.2023	1,02387	20,7546	 	2023-10-30 21:22:47	0,147144	1,7100510807036047
0,307583	0,786199	1,11101	0,93857	0,556035	24,3729	0,019382	1,69251	21:23:47	30.10.2023	1,02382	20,6658	 	2023-10-30 21:23:47	0,132943	1,6531323865523238
0,306228	0,7882	1,11052	0,939538	0,557302	24,3878	0,0188158	1,76489	21:24:47	30.10.2023	1,02355	21,1145	 	2023-10-30 21:24:47	0,126787	1,724283132235846
