mV	mV	mV	mV	mV	°C	bar	%*bar	Zeit	Datum
0,78822	1,96449	2,2293	1,88562	1,06567	24,4083	1,00273	1,64138	04:23:47	31.10.2023
0,790573	1,9633	2,22859	1,8865	1,06688	24,3865	1,00363	1,73573	04:24:47	31.10.2023
0,78892	1,96405	2,22797	1,88542	1,06582	24,3736	1,00334	1,7315	04:25:47	31.10.2023
0,787322	1,9652	2,22934	1,88685	1,06686	24,3706	1,00276	1,67412	04:26:47	31.10.2023
0,787672	1,96448	2,22764	1,88757	1,06613	24,3548	1,00321	1,76428	04:27:47	31.10.2023
0,791734	1,96368	2,22881	1,88983	1,06687	24,3703	1,00233	1,75235	04:28:47	31.10.2023
0,791067	1,96421	2,22848	1,88771	1,06718	24,3613	1,00338	1,76305	04:29:47	31.10.2023
0,787183	1,96203	2,22669	1,88734	1,06595	24,2925	1,00354	1,72804	04:30:47	31.10.2023
0,787226	1,96364	2,22887	1,88601	1,06569	24,3676	1,00321	1,73122	04:31:47	31.10.2023
0,789469	1,9614	2,22799	1,88585	1,06702	24,405	1,00286	1,76487	04:32:47	31.10.2023
0,790782	1,96542	2,23017	1,88653	1,06719	24,4065	1,00287	1,75455	04:33:47	31.10.2023
0,791255	1,965	2,23016	1,88833	1,06623	24,3483	1,0033	1,61068	04:34:47	31.10.2023
0,789486	1,96066	2,23215	1,88592	1,06547	24,3812	1,00136	1,72851	04:35:47	31.10.2023
0,787551	1,96451	2,23099	1,88872	1,06668	24,3614	1,00293	1,73473	04:36:47	31.10.2023
0,78837	1,96148	2,2289	1,88897	1,06714	24,352	1,00257	1,73105	04:37:47	31.10.2023
0,790443	1,96487	2,22912	1,88802	1,0663	24,3268	1,00262	1,62399	04:38:47	31.10.2023
0,787923	1,96439	2,22949	1,88836	1,06653	24,3866	1,00159	1,62476	04:39:47	31.10.2023
0,786656	1,96342	2,22914	1,88712	1,06707	24,3673	1,00255	1,7539	04:40:47	31.10.2023
0,787409	1,96402	2,22919	1,88916	1,0667	24,3579	1,00284	1,76245	04:41:47	31.10.2023
0,788646	1,96214	2,22891	1,88856	1,06676	24,3076	1,00144	1,73159	04:42:47	31.10.2023
0,784918	1,96063	2,22742	1,8884	1,06733	24,3093	1,00309	1,76464	04:43:47	31.10.2023
0,785413	1,96185	2,22845	1,88898	1,06574	24,3801	1,00173	1,74581	04:44:47	31.10.2023
0,78628	1,96291	2,2289	1,88825	1,06697	24,3578	1,003	1,74208	04:45:47	31.10.2023
0,788003	1,96176	2,22857	1,88853	1,0671	24,3764	1,00246	1,60561	04:46:47	31.10.2023
0,789901	1,96347	2,23087	1,88996	1,06772	24,3505	1,00125	1,60932	04:47:47	31.10.2023
0,78828	1,96419	2,23095	1,88947	1,0675	24,3499	1,00107	1,75583	04:48:47	31.10.2023
0,788978	1,95966	2,23067	1,88638	1,06647	24,4072	1,00186	1,73488	04:49:47	31.10.2023
0,787888	1,96099	2,23403	1,88883	1,06718	24,3303	1,0016	1,72836	04:50:47	31.10.2023
0,788014	1,95972	2,23273	1,88778	1,06695	24,3745	1,00275	1,73194	04:51:47	31.10.2023
0,787248	1,95838	2,23275	1,88909	1,06686	24,418	1,00182	1,7511	04:52:47	31.10.2023
0,787251	1,96094	2,23071	1,8895	1,0665	24,3972	1,00212	1,73394	04:53:47	31.10.2023
0,788686	1,95963	2,23224	1,8888	1,0676	24,3228	1,00251	1,61201	04:54:47	31.10.2023
0,789328	1,96178	2,23114	1,88764	1,06789	24,3752	1,00227	1,73937	04:55:47	31.10.2023
0,787399	1,95849	2,23296	1,88688	1,06675	24,2975	1,00209	1,73316	04:56:47	31.10.2023
0,787943	1,95993	2,23139	1,88878	1,06699	24,3091	1,96332	1,76489	04:57:47	31.10.2023
0,819539	2,00572	2,25502	1,9269	1,08383	24,2936	1,9897	1,73007	04:58:47	31.10.2023
1,06363	2,28163	2,50481	2,24316	1,20523	24,3277	1,9874	1,64028	04:59:47	31.10.2023
1,29967	2,56195	2,80052	2,56577	1,33388	24,2792	1,98804	1,729	05:00:47	31.10.2023
1,4376	2,76207	3,02664	2,78799	1,42799	24,3715	1,98746	1,74907	05:01:47	31.10.2023
1,48228	2,88106	3,17311	2,91662	1,48912	24,3458	1,98809	1,62495	05:02:47	31.10.2023
1,485	2,94637	3,2615	2,98835	1,5281	24,3575	1,98697	1,74188	05:03:47	31.10.2023
1,46898	2,97801	3,31161	3,01766	1,55083	24,3704	1,9883	1,73186	05:04:47	31.10.2023
1,44376	2,99446	3,33578	3,02714	1,5631	24,4179	1,98713	1,74056	05:05:47	31.10.2023
1,417	2,99927	3,34026	3,02412	1,57048	24,3706	1,98736	1,74696	05:06:47	31.10.2023
1,39944	2,99845	3,33733	3,01547	1,57244	24,3735	1,98681	1,75579	05:07:47	31.10.2023
1,38217	2,99523	3,32964	3,00434	1,57338	24,3109	1,98793	1,72926	05:08:47	31.10.2023
1,37243	2,99076	3,3221	2,99867	1,57312	24,4476	1,98733	1,75881	05:09:47	31.10.2023
1,35759	2,98411	3,31741	2,98986	1,57135	24,2887	1,98693	1,74529	05:10:47	31.10.2023
1,35007	2,97719	3,30682	2,98373	1,57047	24,3063	1,98741	1,73092	05:11:47	31.10.2023
1,34114	2,97522	3,29926	2,97736	1,56806	24,3264	1,98753	1,75295	05:12:47	31.10.2023
1,33724	2,9711	3,2963	2,97412	1,5666	24,3556	1,98862	1,65097	05:13:47	31.10.2023
1,33337	2,96524	3,29304	2,96815	1,56505	24,3375	1,98854	1,73651	05:14:47	31.10.2023
1,33003	2,96118	3,29284	2,9625	1,56327	24,3238	1,98666	1,7538	05:15:47	31.10.2023
1,32407	2,9571	3,28806	2,96241	1,56183	24,3492	1,98802	1,62852	05:16:47	31.10.2023
1,31776	2,95271	3,28744	2,95745	1,56123	24,3484	1,98624	1,72758	05:17:47	31.10.2023
1,31697	2,95175	3,28523	2,95739	1,56069	24,3376	1,98713	1,7639	05:18:47	31.10.2023
1,31401	2,94914	3,28511	2,95303	1,55989	24,4142	1,98707	1,75329	05:19:47	31.10.2023
1,30537	2,94482	3,28339	2,9508	1,55779	24,3726	1,98813	1,74537	05:20:47	31.10.2023
1,30217	2,94065	3,27981	2,94876	1,55796	24,3826	1,98741	1,64488	05:21:47	31.10.2023
1,29841	2,9357	3,27841	2,94732	1,5565	24,324	1,98741	1,7623	05:22:47	31.10.2023
1,29341	2,93375	3,28172	2,94477	1,55687	24,408	1,98753	1,73539	05:23:47	31.10.2023
1,29045	2,92825	3,2821	2,9417	1,55586	24,3188	1,98684	1,60815	05:24:47	31.10.2023
1,28641	2,92514	3,28086	2,94011	1,55553	24,3885	1,98729	1,74389	05:25:47	31.10.2023
1,28389	2,92295	3,28211	2,93813	1,5554	24,3218	1,98748	1,76378	05:26:47	31.10.2023
1,28201	2,92044	3,2833	2,9376	1,5555	24,3359	1,98582	1,62464	05:27:47	31.10.2023
1,27804	2,92181	3,28029	2,93711	1,55448	24,3869	1,98712	1,64093	05:28:47	31.10.2023
1,27156	2,91469	3,27691	2,93528	1,55642	24,2952	1,9877	1,6991	05:29:47	31.10.2023
1,27062	2,90917	3,27703	2,93053	1,55472	24,3355	1,98736	1,76335	05:30:47	31.10.2023
1,26651	2,90692	3,27938	2,93077	1,55412	24,3726	1,98711	1,63845	05:31:47	31.10.2023
1,26035	2,90844	3,2789	2,92921	1,55432	24,3612	1,98653	1,74758	05:32:47	31.10.2023
1,26128	2,90307	3,28305	2,92812	1,55443	24,3486	1,98664	1,62833	05:33:47	31.10.2023
1,25792	2,89852	3,28403	2,92904	1,5536	24,3425	1,98642	1,73906	05:34:47	31.10.2023
1,25244	2,89864	3,28146	2,92496	1,55292	24,3746	1,9862	1,61601	05:35:47	31.10.2023
1,25365	2,89375	3,28196	2,9243	1,55328	24,3002	1,98604	1,62091	05:36:47	31.10.2023
1,24763	2,89219	3,28319	2,92376	1,55445	24,3437	1,98623	1,76265	05:37:47	31.10.2023
1,24548	2,89033	3,28216	2,91957	1,55419	24,3715	1,98746	1,62244	05:38:47	31.10.2023
1,24538	2,88436	3,2825	2,91882	1,55431	24,4024	1,98716	1,74667	05:39:47	31.10.2023
1,24044	2,8855	3,28111	2,91807	1,55351	24,3553	1,98653	1,62423	05:40:47	31.10.2023
1,23946	2,88486	3,2837	2,91558	1,55445	24,3838	1,98689	1,60959	05:41:47	31.10.2023
1,23343	2,88186	3,28655	2,91391	1,55413	24,3844	1,98655	1,73257	05:42:47	31.10.2023
1,23458	2,87745	3,28445	2,91272	1,55286	24,3552	1,98686	1,72957	05:43:47	31.10.2023
1,23026	2,87602	3,28429	2,91135	1,55365	24,3486	1,98603	1,72916	05:44:47	31.10.2023
1,22915	2,87354	3,28608	2,91074	1,55495	24,3439	1,9873	1,75743	05:45:47	31.10.2023
1,22885	2,87055	3,28556	2,91042	1,55358	24,3608	1,98782	1,76611	05:46:47	31.10.2023
1,22483	2,86832	3,28606	2,91028	1,55424	24,3517	1,98793	1,64304	05:47:47	31.10.2023
1,22407	2,86831	3,28502	2,90807	1,55352	24,3299	1,98805	1,73426	05:48:47	31.10.2023
1,22348	2,8674	3,28564	2,90856	1,55432	24,3696	1,98709	1,74796	05:49:47	31.10.2023
1,21894	2,86606	3,28867	2,90656	1,55462	24,344	1,98767	1,63444	05:50:47	31.10.2023
1,21744	2,86326	3,2876	2,90468	1,55545	24,3623	1,98659	1,73392	05:51:47	31.10.2023
1,21249	2,85745	3,28895	2,90389	1,55459	24,3199	1,98663	1,61133	05:52:47	31.10.2023
1,21146	2,85887	3,28835	2,90234	1,55426	24,3544	1,98902	1,72929	05:53:47	31.10.2023
1,20843	2,8571	3,28988	2,90166	1,55419	24,318	1,9873	1,76651	05:54:47	31.10.2023
1,20866	2,85528	3,28932	2,90217	1,55472	24,3404	1,98726	1,76653	05:55:47	31.10.2023
1,20714	2,85349	3,29067	2,89912	1,55457	24,4056	1,98708	1,75667	05:56:47	31.10.2023
1,20502	2,8524	3,29141	2,89777	1,55366	24,379	1,98735	1,75532	05:57:47	31.10.2023
1,20255	2,84962	3,29298	2,89863	1,55485	24,3363	1,9852	1,60945	05:58:47	31.10.2023
1,20083	2,84878	3,29501	2,89866	1,55504	24,3743	1,98694	1,76323	05:59:47	31.10.2023
1,19972	2,84997	3,29145	2,8957	1,55478	24,3532	1,98767	1,75669	06:00:47	31.10.2023
1,19574	2,84659	3,29181	2,89514	1,55486	24,4152	1,98701	1,75894	06:01:47	31.10.2023
1,19474	2,84826	3,29003	2,89383	1,55575	24,3546	1,98791	1,73626	06:02:47	31.10.2023
1,19457	2,84511	3,29179	2,89516	1,55574	24,3611	1,98697	1,76505	06:03:47	31.10.2023
1,19244	2,84324	3,29156	2,89365	1,55626	24,3733	1,98821	1,60726	06:04:47	31.10.2023
1,19021	2,8401	3,29123	2,89236	1,55611	24,3476	1,98749	1,73707	06:05:47	31.10.2023
1,18557	2,83951	3,29078	2,8894	1,55547	24,2896	1,98663	1,75542	06:06:47	31.10.2023
1,18679	2,84099	3,29271	2,88954	1,55654	24,3533	1,98737	1,73835	06:07:47	31.10.2023
1,18676	2,84028	3,29442	2,88829	1,5572	24,3969	1,98728	1,75664	06:08:47	31.10.2023
1,18653	2,83605	3,29377	2,88949	1,55889	24,3816	1,98705	1,72904	06:09:47	31.10.2023
1,18382	2,83674	3,29182	2,8864	1,55985	24,3416	1,98725	1,64174	06:10:47	31.10.2023
1,18138	2,83235	3,29152	2,88638	1,55815	24,3405	1,98759	1,7359	06:11:47	31.10.2023
1,17966	2,83479	3,29256	2,8869	1,55714	24,3453	1,98726	1,63089	06:12:47	31.10.2023
1,17775	2,83158	3,29392	2,88672	1,55731	24,3594	1,98707	1,63787	06:13:47	31.10.2023
1,17429	2,8305	3,29243	2,88367	1,5567	24,35	1,98677	1,74703	06:14:47	31.10.2023
1,17453	2,83323	3,29412	2,88272	1,5561	24,2704	1,98724	1,76162	06:15:47	31.10.2023
1,17055	2,83053	3,29396	2,88354	1,55762	24,3385	1,98832	1,7334	06:16:47	31.10.2023
1,1733	2,8288	3,29498	2,8814	1,55731	24,3729	1,98848	1,72875	06:17:47	31.10.2023
1,17001	2,82941	3,29211	2,8808	1,55608	24,3829	1,98595	1,76534	06:18:47	31.10.2023
1,16985	2,82267	3,29201	2,87982	1,55713	24,3566	1,98649	1,75832	06:19:47	31.10.2023
1,16763	2,82431	3,29399	2,87704	1,55717	24,3409	1,98856	1,73455	06:20:47	31.10.2023
1,16719	2,82008	3,29243	2,87812	1,55786	24,3655	1,98734	1,75895	06:21:47	31.10.2023
1,1637	2,81904	3,29333	2,87811	1,55746	24,3287	1,98719	1,63276	06:22:47	31.10.2023
1,1623	2,81761	3,29374	2,87884	1,5575	24,3981	1,98669	1,73801	06:23:47	31.10.2023
1,16126	2,81621	3,29522	2,87638	1,55752	24,3273	1,98742	1,64065	06:24:47	31.10.2023
1,16165	2,81734	3,29498	2,87831	1,55794	24,4126	1,9875	1,74718	06:25:47	31.10.2023
1,16182	2,81652	3,29761	2,87922	1,55831	24,3657	1,98784	1,61069	06:26:47	31.10.2023
1,15745	2,81703	3,29745	2,87534	1,55894	24,3612	1,98741	1,64035	06:27:47	31.10.2023
1,15729	2,81815	3,29968	2,87586	1,55783	24,338	1,98635	1,76247	06:28:47	31.10.2023
1,15863	2,81599	3,29882	2,87396	1,55794	24,4168	1,98768	1,75776	06:29:47	31.10.2023
1,15561	2,81506	3,29772	2,87473	1,55857	24,3419	1,98688	1,60542	06:30:47	31.10.2023
1,15498	2,8133	3,29399	2,87344	1,55911	24,3705	1,98781	1,7325	06:31:47	31.10.2023
1,15358	2,81192	3,29276	2,87244	1,55831	24,3394	1,98755	1,73059	06:32:47	31.10.2023
1,15315	2,81457	3,29227	2,87193	1,56018	24,3713	1,9875	1,6184	06:33:47	31.10.2023
1,15331	2,81167	3,29209	2,87394	1,56245	24,3564	1,98797	1,60415	06:34:47	31.10.2023
1,15037	2,81322	3,29353	2,87176	1,56342	24,367	1,98727	1,75355	06:35:47	31.10.2023
1,14657	2,81078	3,29392	2,87051	1,56547	24,3382	1,98676	1,73018	06:36:47	31.10.2023
1,149	2,81035	3,29693	2,87097	1,56442	24,3746	1,98609	1,75367	06:37:47	31.10.2023
1,1466	2,80914	3,29674	2,87275	1,56583	24,3949	1,98718	1,72971	06:38:47	31.10.2023
1,146	2,81141	3,29645	2,87216	1,56646	24,3627	1,9886	1,73053	06:39:47	31.10.2023
1,14456	2,81143	3,29451	2,86862	1,56558	24,3595	1,98752	1,73056	06:40:47	31.10.2023
1,14494	2,80596	3,29531	2,86954	1,56616	24,3169	1,98647	1,75834	06:41:47	31.10.2023
1,14442	2,80669	3,29444	2,86931	1,56579	24,3372	1,98786	1,76618	06:42:47	31.10.2023
1,14323	2,80912	3,29483	2,86938	1,56792	24,3559	1,98713	1,71557	06:43:47	31.10.2023
1,14221	2,80769	3,29702	2,87026	1,56674	24,3094	1,98585	1,75162	06:44:47	31.10.2023
1,14062	2,80832	3,29636	2,86933	1,56659	24,3741	1,98752	1,76537	06:45:47	31.10.2023
1,14008	2,80749	3,2968	2,86905	1,56567	24,3278	1,98841	1,74772	06:46:47	31.10.2023
1,13806	2,80543	3,29541	2,86713	1,56497	24,3438	1,988	1,7304	06:47:47	31.10.2023
1,13839	2,80449	3,29726	2,86776	1,56116	24,3991	1,98769	1,76417	06:48:47	31.10.2023
1,13856	2,80594	3,296	2,86812	1,56237	24,3641	1,98661	1,6073	06:49:47	31.10.2023
1,13746	2,80234	3,29658	2,86457	1,56109	24,3549	1,98737	1,73487	06:50:47	31.10.2023
1,1358	2,80326	3,29824	2,86658	1,56152	24,3624	1,98711	1,61009	06:51:47	31.10.2023
1,13636	2,80275	3,29808	2,86523	1,56481	24,3907	1,98716	1,73409	06:52:47	31.10.2023
1,13498	2,80099	3,29903	2,86644	1,56168	24,2921	1,98751	1,60648	06:53:47	31.10.2023
1,13175	2,79665	3,29871	2,86602	1,56334	24,289	1,98769	1,6303	06:54:47	31.10.2023
1,13492	2,79696	3,29784	2,86662	1,56428	24,3307	1,98711	1,73749	06:55:47	31.10.2023
1,13165	2,79689	3,29765	2,86568	1,56646	24,3035	1,98684	1,74006	06:56:47	31.10.2023
1,12969	2,79758	3,29953	2,86841	1,56387	24,353	1,98709	1,73638	06:57:47	31.10.2023
1,13125	2,79888	3,29874	2,86602	1,56535	24,398	1,98742	1,76339	06:58:47	31.10.2023
1,13054	2,79589	3,29904	2,86367	1,56788	24,3453	1,98812	1,76675	06:59:47	31.10.2023
1,13033	2,79475	3,29659	2,86451	1,56765	24,322	1,98755	1,61561	07:00:47	31.10.2023
1,12748	2,79835	3,29797	2,86503	1,56857	24,391	1,98838	1,74074	07:01:47	31.10.2023
1,1266	2,79657	3,29941	2,8644	1,56788	24,3611	1,98743	1,73625	07:02:47	31.10.2023
1,12749	2,79479	3,29496	2,86308	1,56849	24,406	1,98669	1,72898	07:03:47	31.10.2023
1,12703	2,79657	3,29629	2,8638	1,56831	24,3438	1,98739	1,61314	07:04:47	31.10.2023
1,12608	2,793	3,29763	2,86469	1,56787	24,3203	1,9861	1,6393	07:05:47	31.10.2023
1,12444	2,79479	3,29794	2,86205	1,56858	24,3235	1,98656	1,6178	07:06:47	31.10.2023
1,12414	2,79326	3,29841	2,86351	1,5696	24,3966	1,98726	1,63502	07:07:47	31.10.2023
1,1239	2,79364	3,29864	2,86426	1,56767	24,3924	1,98681	1,76555	07:08:47	31.10.2023
1,122	2,79235	3,30012	2,86333	1,56859	24,2742	1,98608	1,64369	07:09:47	31.10.2023
1,12444	2,79276	3,30023	2,86525	1,56958	24,3575	1,98703	1,76263	07:10:47	31.10.2023
1,12164	2,79071	3,30122	2,86406	1,56942	24,347	1,98618	1,76244	07:11:47	31.10.2023
1,12091	2,7941	3,29954	2,86348	1,56891	24,3743	1,9872	1,74231	07:12:47	31.10.2023
1,1213	2,79149	3,29828	2,86335	1,56975	24,3176	1,98729	1,61199	07:13:47	31.10.2023
1,12	2,79148	3,3019	2,86301	1,56953	24,3493	1,98781	1,73615	07:14:47	31.10.2023
1,1237	2,79075	3,30012	2,86394	1,57058	24,3641	1,98649	1,61172	07:15:47	31.10.2023
1,12145	2,78964	3,30104	2,86177	1,57067	24,3611	1,98762	1,62805	07:16:47	31.10.2023
1,11698	2,78766	3,30273	2,8643	1,57023	24,3916	1,98642	1,73881	07:17:47	31.10.2023
1,1179	2,78782	3,3003	2,86384	1,56988	24,3255	1,98753	1,73828	07:18:47	31.10.2023
1,11509	2,78921	3,30023	2,86322	1,5703	24,3219	1,98665	1,63032	07:19:47	31.10.2023
1,11482	2,78921	3,30313	2,86573	1,57052	24,3827	1,98706	1,73192	07:20:47	31.10.2023
1,11395	2,78801	3,30005	2,86432	1,56921	24,4295	1,98733	1,75724	07:21:47	31.10.2023
1,11076	2,7866	3,29817	2,86389	1,57077	24,3625	1,98618	1,74501	07:22:47	31.10.2023
1,11181	2,79097	3,29551	2,86161	1,57024	24,3297	1,98743	1,635	07:23:47	31.10.2023
1,11225	2,78619	3,29443	2,86392	1,57076	24,3545	1,98833	1,7516	07:24:47	31.10.2023
1,11114	2,78913	3,29477	2,86321	1,57149	24,3426	1,98717	1,76653	07:25:47	31.10.2023
1,11234	2,78612	3,29328	2,86435	1,57011	24,3718	1,98751	1,72511	07:26:47	31.10.2023
1,11362	2,78588	3,29725	2,86219	1,57071	24,3027	1,98704	1,63475	07:27:47	31.10.2023
1,11242	2,78969	3,29987	2,86339	1,57074	24,3093	1,98709	1,60624	07:28:47	31.10.2023
1,1127	2,78842	3,30099	2,86208	1,57222	24,2815	1,98705	1,62743	07:29:47	31.10.2023
1,11016	2,7852	3,29622	2,85967	1,57111	24,3116	1,98772	1,72068	07:30:47	31.10.2023
1,10984	2,78646	3,29728	2,85859	1,57045	24,3732	1,98696	1,7594	07:31:47	31.10.2023
1,10909	2,78354	3,29884	2,85729	1,57168	24,3503	1,98657	1,76752	07:32:47	31.10.2023
1,10906	2,78416	3,29853	2,86128	1,57064	24,2966	1,98671	1,73036	07:33:47	31.10.2023
1,1108	2,78581	3,30073	2,86066	1,57133	24,3991	1,98611	1,63386	07:34:47	31.10.2023
1,10943	2,78262	3,29775	2,86098	1,57151	24,3387	1,98569	1,74876	07:35:47	31.10.2023
1,11173	2,7809	3,29466	2,86156	1,57121	24,361	1,98701	1,76552	07:36:47	31.10.2023
1,11014	2,77901	3,29536	2,86262	1,573	24,2745	1,98682	1,62963	07:37:47	31.10.2023
1,10921	2,78134	3,29362	2,86367	1,57289	24,3146	1,98656	1,75119	07:38:47	31.10.2023
1,10673	2,77859	3,29711	2,86337	1,57294	24,3046	1,98701	1,60565	07:39:47	31.10.2023
1,1079	2,77874	3,29886	2,86156	1,57297	24,3416	1,98663	1,63752	07:40:47	31.10.2023
1,10557	2,77735	3,29882	2,86246	1,57322	24,333	1,9867	1,72979	07:41:47	31.10.2023
1,10687	2,779	3,30015	2,86073	1,57344	24,3267	1,98659	1,76505	07:42:47	31.10.2023
1,10867	2,77844	3,29903	2,86241	1,5723	24,3174	1,98567	1,75209	07:43:47	31.10.2023
1,10694	2,78038	3,29887	2,86224	1,57375	24,378	1,98668	1,74385	07:44:47	31.10.2023
1,10775	2,78253	3,30051	2,8616	1,57381	24,272	1,98617	1,74253	07:45:47	31.10.2023
1,10579	2,78101	3,30262	2,862	1,57393	24,3236	1,98638	1,74087	07:46:47	31.10.2023
1,10492	2,78247	3,30307	2,86152	1,57333	24,356	1,98567	1,7304	07:47:47	31.10.2023
1,10436	2,77929	3,3021	2,86085	1,57296	24,3762	1,9861	1,73054	07:48:47	31.10.2023
1,10511	2,78136	3,30283	2,86378	1,57388	24,4219	1,98578	1,75914	07:49:47	31.10.2023
1,10563	2,77983	3,29886	2,8623	1,57382	24,3727	1,98636	1,63745	07:50:47	31.10.2023
1,10204	2,78281	3,29926	2,86306	1,57429	24,3643	1,98546	1,73389	07:51:47	31.10.2023
1,10246	2,7784	3,3021	2,86105	1,57348	24,3392	1,98706	1,73167	07:52:47	31.10.2023
1,10506	2,78118	3,30203	2,86072	1,57383	24,3775	1,98643	1,73826	07:53:47	31.10.2023
1,10503	2,77894	3,30307	2,86051	1,57385	24,3095	1,98693	1,74277	07:54:47	31.10.2023
1,10467	2,77956	3,30225	2,8644	1,57446	24,3989	1,98575	1,73219	07:55:47	31.10.2023
1,10093	2,78264	3,29999	2,86471	1,57362	24,3559	1,9854	1,74162	07:56:47	31.10.2023
1,10056	2,78093	3,29789	2,86418	1,57415	24,2988	1,98655	1,73383	07:57:47	31.10.2023
1,10141	2,77866	3,29847	2,86225	1,57438	24,346	1,98566	1,64105	07:58:47	31.10.2023
1,09861	2,77837	3,30254	2,86242	1,57517	24,3783	1,9851	1,76351	07:59:47	31.10.2023
1,10059	2,77799	3,30143	2,86293	1,57598	24,3736	1,98646	1,64143	08:00:47	31.10.2023
1,09778	2,77828	3,30175	2,86067	1,57547	24,3354	1,98739	1,73056	08:01:47	31.10.2023
1,09572	2,77619	3,30239	2,86127	1,57542	24,3781	1,98655	1,76534	08:02:47	31.10.2023
1,09776	2,77426	3,30066	2,86052	1,5761	24,3536	1,98569	1,75224	08:03:47	31.10.2023
1,10139	2,77398	3,30195	2,86156	1,57586	24,4248	1,98697	1,76782	08:04:47	31.10.2023
1,10004	2,77273	3,30333	2,86181	1,57583	24,3725	1,98664	1,62998	08:05:47	31.10.2023
1,09746	2,77119	3,30186	2,86214	1,57621	24,3397	1,98672	1,74247	08:06:47	31.10.2023
1,09557	2,7721	3,30194	2,86011	1,57589	24,3671	1,98582	1,76814	08:07:47	31.10.2023
1,09717	2,77384	3,30157	2,86116	1,57594	24,3796	1,98699	1,73628	08:08:47	31.10.2023
1,09807	2,77051	3,30167	2,86087	1,5758	24,3356	1,987	1,76436	08:09:47	31.10.2023
1,09918	2,77028	3,30562	2,86177	1,57623	24,3531	1,98518	1,76046	08:10:47	31.10.2023
1,09921	2,76933	3,30562	2,86202	1,57599	24,3746	1,98654	1,73273	08:11:47	31.10.2023
1,09711	2,77241	3,30492	2,86003	1,57523	24,3548	1,98611	1,73464	08:12:47	31.10.2023
1,096	2,77094	3,30592	2,8617	1,57699	24,3376	1,98616	1,73146	08:13:47	31.10.2023
1,09634	2,77408	3,30646	2,86437	1,57698	24,3635	1,98616	1,76582	08:14:47	31.10.2023
1,09551	2,7709	3,30515	2,86353	1,57783	24,4109	1,98519	1,76837	08:15:47	31.10.2023
1,09436	2,77052	3,30558	2,86365	1,57564	24,3509	1,98591	1,76169	08:16:47	31.10.2023
1,09416	2,77136	3,30805	2,86377	1,57685	24,347	1,98552	1,76774	08:17:47	31.10.2023
1,09719	2,7718	3,3073	2,86403	1,57588	24,3313	1,98613	1,7383	08:18:47	31.10.2023
1,09872	2,77123	3,30667	2,86337	1,57686	24,3388	1,98698	1,76249	08:19:47	31.10.2023
1,09797	2,77206	3,30778	2,86499	1,57659	24,3812	1,98533	1,76432	08:20:47	31.10.2023
1,10037	2,76902	3,30665	2,86233	1,57589	24,4153	2,0058	1,67582	08:21:47	31.10.2023
1,1013	2,77985	3,31245	2,87035	1,57894	24,3976	2,00536	1,76566	08:22:47	31.10.2023
1,10531	2,78158	3,31439	2,87627	1,58227	24,3752	2,00503	1,73255	08:23:47	31.10.2023
1,10826	2,78882	3,31932	2,88123	1,58473	24,3934	2,00483	1,73114	08:24:47	31.10.2023
1,10674	2,78852	3,32438	2,88455	1,5857	24,3953	2,00479	1,76413	08:25:47	31.10.2023
1,10567	2,78602	3,32623	2,88724	1,58794	24,3845	2,00583	1,76087	08:26:47	31.10.2023
1,10697	2,79016	3,33037	2,88746	1,58689	24,3997	2,00495	1,73442	08:27:47	31.10.2023
1,10268	2,78901	3,33128	2,88615	1,58751	24,4143	2,0053	1,73091	08:28:47	31.10.2023
1,10407	2,78563	3,33252	2,88882	1,58729	24,4125	2,00601	1,76596	08:29:47	31.10.2023
1,10657	2,78585	3,33287	2,8873	1,58777	24,3424	2,00491	1,63318	08:30:47	31.10.2023
1,10028	2,7859	3,33046	2,88802	1,58732	24,381	2,00492	1,6305	08:31:47	31.10.2023
1,10435	2,78583	3,33005	2,89026	1,58748	24,3341	2,00555	1,74863	08:32:47	31.10.2023
1,1067	2,78346	3,3278	2,89077	1,58794	24,3718	2,00523	1,64735	08:33:47	31.10.2023
1,10384	2,78782	3,32445	2,8896	1,58789	24,3551	2,00486	1,73589	08:34:47	31.10.2023
1,10424	2,78629	3,32485	2,89155	1,58778	24,4293	2,00591	1,60959	08:35:47	31.10.2023
1,10383	2,78739	3,32802	2,88973	1,58659	24,3555	2,00545	1,60655	08:36:47	31.10.2023
1,10239	2,78777	3,32873	2,88767	1,58798	24,361	2,00549	1,74459	08:37:47	31.10.2023
1,10061	2,78965	3,32569	2,88668	1,58788	24,4281	2,00633	1,74992	08:38:47	31.10.2023
1,10125	2,78654	3,32599	2,88515	1,58845	24,362	2,00512	1,60665	08:39:47	31.10.2023
1,10061	2,78635	3,32822	2,8852	1,5891	24,364	2,0067	1,64171	08:40:47	31.10.2023
1,10252	2,78336	3,32937	2,88538	1,58723	24,3705	2,00564	1,63344	08:41:47	31.10.2023
1,10125	2,78292	3,33154	2,8835	1,58682	24,4136	2,00541	1,61754	08:42:47	31.10.2023
1,0979	2,78175	3,33152	2,88663	1,58722	24,3953	2,00517	1,7643	08:43:47	31.10.2023
1,1002	2,78218	3,33213	2,88587	1,58773	24,3522	2,00471	1,73459	08:44:47	31.10.2023
1,10398	2,78399	3,33003	2,88349	1,58741	24,399	2,00543	1,62026	08:45:47	31.10.2023
1,10583	2,77776	3,3273	2,88528	1,58758	24,3176	2,00573	1,72874	08:46:47	31.10.2023
