mV	mV	mV	mV	mV	°C	bar	%*bar	Zeit	Datum
0,300653	0,794614	1,10565	0,958541	0,556305	24,4031	0,0191726	1,73917	19:39:47	30.10.2023
0,299145	0,795071	1,10433	0,960489	0,555873	24,3439	0,0194901	1,74499	19:40:47	30.10.2023
0,299501	0,792537	1,10469	0,959537	0,555803	24,3483	0,0186508	1,74786	19:41:47	30.10.2023
0,300313	0,793704	1,10264	0,960707	0,556566	24,3208	0,0179945	1,75606	19:42:47	30.10.2023
0,299665	0,794034	1,10163	0,959026	0,556139	24,3594	0,0191634	1,76612	19:43:47	30.10.2023
0,300147	0,79579	1,10252	0,957874	0,554968	24,3795	0,0183454	1,75617	19:44:47	30.10.2023
0,299429	0,793568	1,10194	0,957151	0,555161	24,3876	0,0180291	1,76662	19:45:47	30.10.2023
0,300793	0,793566	1,10136	0,958897	0,555842	24,3736	0,0189144	1,73175	19:46:47	30.10.2023
0,302001	0,793153	1,10322	0,95778	0,555693	24,295	0,018633	1,76485	19:47:47	30.10.2023
0,300509	0,793039	1,1013	0,957807	0,556027	24,3922	0,018758	1,76845	19:48:47	30.10.2023
0,298877	0,79278	1,10081	0,957003	0,555436	24,3429	0,0182182	1,76407	19:49:47	30.10.2023
0,299788	0,790191	1,10183	0,955979	0,556239	24,3607	0,0191654	1,73997	19:50:47	30.10.2023
0,299589	0,791909	1,10223	0,95513	0,553713	24,369	0,0182254	1,75445	19:51:47	30.10.2023
0,298823	0,792035	1,10603	0,953825	0,555867	24,3765	0,0188924	1,63322	19:52:47	30.10.2023
0,300677	0,791797	1,10264	0,954633	0,555716	24,333	0,0180173	1,74052	19:53:47	30.10.2023
0,299763	0,793987	1,10315	0,954507	0,555586	24,2895	0,0191517	1,74388	19:54:47	30.10.2023
0,30456	0,791884	1,10596	0,953017	0,55607	24,2905	0,0195139	1,74378	19:55:47	30.10.2023
0,299318	0,791016	1,1048	0,954355	0,556456	24,3294	0,0190356	1,621	19:56:47	30.10.2023
0,300231	0,792801	1,10199	0,951943	0,556236	24,3606	0,0191266	1,7494	19:57:47	30.10.2023
0,300207	0,792285	1,10277	0,952343	0,55557	24,3762	0,0191457	1,72943	19:58:47	30.10.2023
0,300319	0,792822	1,10353	0,953658	0,554864	24,3349	0,0190854	1,7563	19:59:47	30.10.2023
0,30023	0,792547	1,10288	0,952023	0,555307	24,3897	0,0190133	1,73374	20:00:47	30.10.2023
0,301079	0,791495	1,1028	0,953237	0,555181	24,3878	0,0182682	1,73108	20:01:47	30.10.2023
0,302431	0,793968	1,10299	0,952886	0,555568	24,3768	0,0187116	1,74214	20:02:47	30.10.2023
0,300738	0,791732	1,10435	0,951724	0,555567	24,3523	0,0187965	1,76186	20:03:47	30.10.2023
0,299133	0,794622	1,10279	0,951704	0,555469	24,3748	0,0185214	1,76691	20:04:47	30.10.2023
0,302554	0,792734	1,10346	0,950723	0,556326	24,4012	0,019163	1,73704	20:05:47	30.10.2023
0,301466	0,791371	1,10459	0,952199	0,556396	24,4441	0,018883	1,76681	20:06:47	30.10.2023
0,300175	0,792775	1,10322	0,950712	0,554681	24,4022	0,0190707	1,63307	20:07:47	30.10.2023
0,300207	0,790989	1,10359	0,950487	0,556093	24,3283	0,0188922	1,7312	20:08:47	30.10.2023
0,298822	0,792636	1,10131	0,95056	0,555287	24,4091	0,0185288	1,74459	20:09:47	30.10.2023
0,302382	0,794599	1,10212	0,950933	0,55565	24,3385	0,0193035	1,75238	20:10:47	30.10.2023
0,303518	0,792679	1,10343	0,951648	0,554483	24,3681	0,0191794	1,74681	20:11:47	30.10.2023
0,301464	0,792115	1,10401	0,950984	0,55445	24,3968	0,0184969	1,72928	20:12:47	30.10.2023
0,301289	0,792474	1,10611	0,94885	0,555539	24,4048	0,0188607	1,73877	20:13:47	30.10.2023
0,303436	0,79216	1,10658	0,948877	0,555269	24,3501	0,0191228	1,74602	20:14:47	30.10.2023
0,30407	0,791076	1,10631	0,949644	0,555571	24,401	0,0193468	1,73007	20:15:47	30.10.2023
0,302891	0,793701	1,10883	0,95012	0,556712	24,3406	0,0199199	1,76207	20:16:47	30.10.2023
0,303168	0,790881	1,10938	0,949209	0,556319	24,3624	0,0190493	1,73749	20:17:47	30.10.2023
0,302808	0,788621	1,10886	0,948831	0,556713	24,4073	0,0184244	1,74157	20:18:47	30.10.2023
0,303893	0,791943	1,1087	0,94813	0,555547	24,3237	0,0186395	1,76585	20:19:47	30.10.2023
0,303022	0,789949	1,10646	0,948171	0,555452	24,3544	0,0184938	1,73079	20:20:47	30.10.2023
0,302393	0,79063	1,10932	0,947502	0,554733	24,3548	0,0187921	1,74793	20:21:47	30.10.2023
0,302409	0,792033	1,10999	0,946795	0,555404	24,3906	0,0187223	1,61062	20:22:47	30.10.2023
0,30103	0,788948	1,11218	0,947097	0,556587	24,3645	0,0183237	1,72764	20:23:47	30.10.2023
0,302291	0,788268	1,11178	0,947568	0,555212	24,3596	0,0193019	1,7491	20:24:47	30.10.2023
0,301496	0,789499	1,1109	0,947154	0,555791	24,3578	0,0193076	1,73325	20:25:47	30.10.2023
0,304368	0,790708	1,10991	0,947119	0,555688	24,3794	0,0185256	1,73368	20:26:47	30.10.2023
0,303535	0,790594	1,10866	0,947571	0,555843	24,3518	0,0192849	1,75693	20:27:47	30.10.2023
0,304118	0,788657	1,10876	0,946684	0,557163	24,2928	0,0185206	1,75204	20:28:47	30.10.2023
0,304889	0,79108	1,11014	0,949094	0,555625	24,3441	0,0191819	1,74662	20:29:47	30.10.2023
0,301288	0,791149	1,1101	0,947171	0,555838	24,3253	0,0196735	1,75878	20:30:47	30.10.2023
0,306415	0,789195	1,10867	0,945849	0,55556	24,2882	0,0199392	1,74355	20:31:47	30.10.2023
0,302505	0,788984	1,10982	0,947858	0,555865	24,4031	0,0197209	1,76005	20:32:47	30.10.2023
0,302506	0,789773	1,1127	0,947554	0,555908	24,3738	0,0201487	1,60615	20:33:47	30.10.2023
0,304913	0,788415	1,11084	0,94533	0,556307	24,3812	0,0197972	1,74797	20:34:47	30.10.2023
0,303481	0,788867	1,11163	0,947199	0,555287	24,3376	0,0195122	1,73144	20:35:47	30.10.2023
0,302858	0,789573	1,11245	0,945327	0,55593	24,3885	0,0201081	1,7351	20:36:47	30.10.2023
0,30179	0,788417	1,11225	0,944361	0,555733	24,3086	0,020485	1,64041	20:37:47	30.10.2023
0,301024	0,788706	1,11312	0,94486	0,556207	24,3759	0,0202403	1,73484	20:38:47	30.10.2023
0,303398	0,786832	1,11396	0,946257	0,556914	24,2967	0,0195364	1,61178	20:39:47	30.10.2023
0,30317	0,787412	1,1127	0,943622	0,555476	24,3841	0,0198988	1,76347	20:40:47	30.10.2023
0,303612	0,786438	1,11376	0,943618	0,556261	24,4184	0,0205273	1,75007	20:41:47	30.10.2023
0,303101	0,790632	1,11306	0,945225	0,556148	24,3838	0,0195779	1,73163	20:42:47	30.10.2023
0,305584	0,790141	1,11223	0,944365	0,555764	24,3534	0,0188955	1,63312	20:43:47	30.10.2023
0,30491	0,789774	1,11163	0,94445	0,556225	24,3548	0,0191511	1,76515	20:44:47	30.10.2023
0,306941	0,788365	1,11199	0,944232	0,5557	24,3626	0,0192361	1,61141	20:45:47	30.10.2023
0,303027	0,789168	1,11069	0,944002	0,555852	24,2959	0,0196638	1,73985	20:46:47	30.10.2023
0,303228	0,788258	1,11052	0,94216	0,555598	24,3824	0,0199042	1,73	20:47:47	30.10.2023
0,303906	0,787735	1,11085	0,943942	0,555251	24,3254	0,0197636	1,75765	20:48:47	30.10.2023
0,303073	0,786712	1,11109	0,942638	0,55578	24,3805	0,0183082	1,60615	20:49:47	30.10.2023
0,303794	0,787708	1,11018	0,942121	0,555729	24,3601	0,0189126	1,76393	20:50:47	30.10.2023
0,304694	0,788762	1,10982	0,941237	0,555807	24,3827	0,0182374	1,7307	20:51:47	30.10.2023
0,3041	0,788963	1,11071	0,943495	0,555296	24,3767	0,0197394	1,62665	20:52:47	30.10.2023
0,305602	0,787427	1,11024	0,942542	0,556135	24,3952	0,0192829	1,60552	20:53:47	30.10.2023
0,302015	0,789912	1,10681	0,941917	0,556622	24,3134	0,0195069	1,7287	20:54:47	30.10.2023
0,303633	0,79064	1,10611	0,941385	0,55521	24,3903	0,0178277	1,7396	20:55:47	30.10.2023
0,305117	0,788081	1,10807	0,941376	0,555246	24,3784	0,0197474	1,75676	20:56:47	30.10.2023
0,305304	0,785288	1,10816	0,942749	0,554918	24,3692	0,0191002	1,73803	20:57:47	30.10.2023
0,304502	0,786599	1,10988	0,943648	0,556343	24,3548	0,0187627	1,74994	20:58:47	30.10.2023
0,306484	0,78787	1,10989	0,94366	0,555716	24,3333	0,0200449	1,76279	20:59:47	30.10.2023
0,306181	0,786336	1,11077	0,942053	0,556285	24,374	0,0190173	1,73603	21:00:47	30.10.2023
0,304983	0,784226	1,10994	0,942347	0,556004	24,3829	0,0184652	1,74249	21:01:47	30.10.2023
0,30492	0,786834	1,10915	0,940677	0,554761	24,3105	0,0195927	1,60665	21:02:47	30.10.2023
0,304304	0,786787	1,10853	0,941306	0,55508	24,419	0,0194318	1,62184	21:03:47	30.10.2023
0,307117	0,787029	1,10681	0,939441	0,55564	24,3787	0,0194538	1,76239	21:04:47	30.10.2023
0,304311	0,78421	1,10619	0,939189	0,556082	24,392	0,0202909	1,74841	21:05:47	30.10.2023
0,304361	0,788138	1,10627	0,940956	0,556185	24,4001	0,0193818	1,73497	21:06:47	30.10.2023
0,305863	0,787106	1,1071	0,939277	0,555568	24,3184	0,0200044	1,76272	21:07:47	30.10.2023
0,304131	0,788262	1,10577	0,939657	0,556377	24,3736	0,0199013	1,63538	21:08:47	30.10.2023
0,30541	0,786105	1,1048	0,940215	0,555296	24,3766	0,0199812	1,63675	21:09:47	30.10.2023
0,307495	0,783474	1,1067	0,939831	0,555709	24,3522	0,0184908	1,73417	21:10:47	30.10.2023
0,304842	0,783491	1,10573	0,941043	0,554866	24,3923	0,0187229	1,73048	21:11:47	30.10.2023
0,307281	0,783395	1,10703	0,940326	0,556338	24,3659	0,0189341	1,75017	21:12:47	30.10.2023
0,30659	0,787091	1,10778	0,93941	0,556115	24,4009	0,0186939	1,75764	21:13:47	30.10.2023
0,306602	0,785741	1,10864	0,938642	0,555698	24,3938	0,0186815	1,75474	21:14:47	30.10.2023
0,306881	0,787159	1,11025	0,937881	0,556631	24,3554	0,01839	1,71689	21:15:47	30.10.2023
0,30469	0,784991	1,10783	0,938862	0,556708	24,3686	0,0190377	1,61064	21:16:47	30.10.2023
0,307838	0,78578	1,10939	0,939259	0,555809	24,3393	0,0189627	1,75763	21:17:47	30.10.2023
0,307576	0,783728	1,10892	0,939533	0,555355	24,4067	0,0183989	1,6285	21:18:47	30.10.2023
0,307394	0,786166	1,10999	0,94022	0,555383	24,3938	0,019633	1,74951	21:19:47	30.10.2023
0,309527	0,784718	1,10945	0,939347	0,556776	24,4263	0,0192414	1,76002	21:20:47	30.10.2023
0,304439	0,78517	1,10926	0,939768	0,556596	24,378	0,0181559	1,74691	21:21:47	30.10.2023
0,308982	0,78386	1,10885	0,939488	0,555229	24,3457	0,0192399	1,75087	21:22:47	30.10.2023
0,307583	0,786199	1,11101	0,93857	0,556035	24,3729	0,019382	1,69251	21:23:47	30.10.2023
0,306228	0,7882	1,11052	0,939538	0,557302	24,3878	0,0188158	1,76489	21:24:47	30.10.2023
0,306105	0,784084	1,10943	0,935883	0,555497	24,3722	0,0191503	1,61494	21:25:47	30.10.2023
0,305289	0,787324	1,10936	0,938883	0,556687	24,334	0,0189673	1,7317	21:26:47	30.10.2023
0,308495	0,784985	1,10804	0,937839	0,557368	24,3717	0,0194084	1,6072	21:27:47	30.10.2023
0,305502	0,783383	1,11114	0,940007	0,557063	24,3919	0,0194563	1,76196	21:28:47	30.10.2023
0,30621	0,785444	1,10944	0,937947	0,556154	24,3375	0,0195741	1,75743	21:29:47	30.10.2023
0,305822	0,782109	1,10978	0,939112	0,556015	24,3853	0,0203341	1,76606	21:30:47	30.10.2023
0,305117	0,78594	1,10897	0,937984	0,554988	24,4013	0,0193862	1,7293	21:31:47	30.10.2023
0,306834	0,784287	1,11078	0,938566	0,555726	24,3113	0,018764	1,74347	21:32:47	30.10.2023
0,30786	0,782178	1,11141	0,937398	0,556398	24,374	0,0191	1,75916	21:33:47	30.10.2023
0,306808	0,783579	1,10844	0,936846	0,555266	24,3674	0,018875	1,73229	21:34:47	30.10.2023
0,306563	0,78331	1,10823	0,936294	0,555153	24,3456	0,0190059	1,76096	21:35:47	30.10.2023
0,307325	0,782933	1,10669	0,935157	0,556127	24,4145	0,0181273	1,75348	21:36:47	30.10.2023
0,307213	0,782543	1,11019	0,933607	0,55535	24,3407	0,0193214	1,76317	21:37:47	30.10.2023
0,308994	0,785334	1,10861	0,937493	0,555247	24,4301	0,018827	1,62236	21:38:47	30.10.2023
0,307285	0,785571	1,10749	0,938099	0,556044	24,4116	0,0199344	1,60801	21:39:47	30.10.2023
0,307296	0,784252	1,10858	0,936545	0,555726	24,4267	0,0197589	1,74338	21:40:47	30.10.2023
0,307034	0,783116	1,11168	0,935918	0,55689	24,3775	0,0197721	1,72944	21:41:47	30.10.2023
0,30819	0,783758	1,10944	0,937344	0,555962	24,3783	0,0191374	1,74053	21:42:47	30.10.2023
0,306374	0,781541	1,1091	0,936372	0,556674	24,3673	0,0185788	1,7543	21:43:47	30.10.2023
0,310654	0,783525	1,11089	0,93582	0,556614	24,3503	0,0187504	1,73042	21:44:47	30.10.2023
0,309506	0,784808	1,11165	0,936599	0,556425	24,3297	0,0191362	1,73541	21:45:47	30.10.2023
0,307629	0,782939	1,11108	0,935551	0,55737	24,3359	0,0189131	1,7344	21:46:47	30.10.2023
0,307002	0,781314	1,11152	0,937557	0,555258	24,4137	0,0194211	1,74389	21:47:47	30.10.2023
0,30813	0,784724	1,11093	0,936638	0,555491	24,4174	0,0191974	1,74032	21:48:47	30.10.2023
0,306962	0,783201	1,1096	0,936063	0,555715	24,3958	0,019532	1,73235	21:49:47	30.10.2023
0,307911	0,781447	1,11108	0,936836	0,556064	24,3673	0,019006	1,73441	21:50:47	30.10.2023
0,309909	0,782128	1,10898	0,938681	0,556627	24,3409	0,0191281	1,74315	21:51:47	30.10.2023
0,308671	0,784835	1,10989	0,937634	0,555994	24,4246	0,0189713	1,62814	21:52:47	30.10.2023
0,308029	0,781035	1,11014	0,935484	0,556469	24,3988	0,0189825	1,74896	21:53:47	30.10.2023
0,307132	0,781913	1,10914	0,938125	0,554896	24,3478	0,0192074	1,72512	21:54:47	30.10.2023
0,309908	0,781519	1,10973	0,935948	0,555793	24,3844	0,018721	1,73515	21:55:47	30.10.2023
0,308807	0,782704	1,10906	0,938366	0,556392	24,3736	0,0182444	1,73228	21:56:47	30.10.2023
0,307298	0,780928	1,1086	0,937624	0,556077	24,4058	0,0191796	1,60545	21:57:47	30.10.2023
0,308431	0,781936	1,11162	0,936582	0,556147	24,4081	0,0191502	1,72632	21:58:47	30.10.2023
0,309668	0,784068	1,10943	0,936729	0,555442	24,3696	0,0198927	1,7336	21:59:47	30.10.2023
0,31203	0,779854	1,11076	0,936077	0,555847	24,3642	0,0193105	1,72887	22:00:47	30.10.2023
0,310238	0,781727	1,10982	0,935055	0,55608	24,3113	0,0187144	1,74076	22:01:47	30.10.2023
0,308653	0,783412	1,11084	0,937274	0,556141	24,3554	0,0195849	1,62291	22:02:47	30.10.2023
0,309262	0,782125	1,11071	0,935172	0,555731	24,3297	0,0182875	1,76274	22:03:47	30.10.2023
0,307902	0,783002	1,10676	0,93636	0,556364	24,3729	0,0190547	1,76115	22:04:47	30.10.2023
0,309848	0,784615	1,10933	0,935274	0,556339	24,3918	0,0198435	1,75085	22:05:47	30.10.2023
0,308429	0,782309	1,11018	0,93629	0,556007	24,3551	0,0206076	1,66484	22:06:47	30.10.2023
0,311982	0,781508	1,11016	0,936038	0,55658	24,4101	0,019959	1,76228	22:07:47	30.10.2023
0,309171	0,784242	1,10918	0,935252	0,555987	24,4144	0,0205951	1,61155	22:08:47	30.10.2023
0,310777	0,78085	1,11022	0,934009	0,556351	24,436	0,0203124	1,7333	22:09:47	30.10.2023
0,308853	0,781409	1,11027	0,938021	0,555999	24,3151	0,0201949	1,74355	22:10:47	30.10.2023
0,309243	0,781139	1,11138	0,935367	0,556365	24,3561	0,0203691	1,7572	22:11:47	30.10.2023
0,310159	0,782987	1,10868	0,935902	0,555248	24,4135	0,0204725	1,64047	22:12:47	30.10.2023
0,308664	0,781834	1,11017	0,935406	0,555794	24,4096	0,0200551	1,73838	22:13:47	30.10.2023
0,308072	0,7808	1,11089	0,937393	0,556595	24,4095	0,0213132	1,7657	22:14:47	30.10.2023
0,31009	0,782306	1,11148	0,937051	0,556057	24,336	0,0210679	1,61453	22:15:47	30.10.2023
0,312698	0,781964	1,11099	0,935621	0,556423	24,3296	0,0203544	1,75531	22:16:47	30.10.2023
0,310679	0,782634	1,11131	0,935807	0,556484	24,3125	0,0208404	1,75907	22:17:47	30.10.2023
0,30906	0,783691	1,11244	0,936042	0,556632	24,3841	0,021057	1,76647	22:18:47	30.10.2023
0,311335	0,7812	1,11362	0,93423	0,556072	24,3085	0,0209213	1,74345	22:19:47	30.10.2023
0,310787	0,782935	1,11136	0,936114	0,556362	24,3137	0,0211991	1,72932	22:20:47	30.10.2023
0,309703	0,781991	1,11284	0,934689	0,55599	24,3484	0,0204315	1,63689	22:21:47	30.10.2023
0,30921	0,781659	1,11257	0,936079	0,556027	24,3112	0,0206634	1,76286	22:22:47	30.10.2023
0,310611	0,779614	1,11399	0,935677	0,555824	24,3185	0,0215364	1,76666	22:23:47	30.10.2023
0,31053	0,780052	1,1132	0,937451	0,556492	24,3546	0,0201454	1,64201	22:24:47	30.10.2023
0,312602	0,77874	1,11487	0,935182	0,556794	24,3518	0,0206492	1,76449	22:25:47	30.10.2023
0,310058	0,779106	1,11535	0,93556	0,555811	24,3759	0,0212621	1,64628	22:26:47	30.10.2023
0,310487	0,780168	1,11461	0,934763	0,555859	24,3502	0,0207221	1,76372	22:27:47	30.10.2023
0,311186	0,780564	1,11265	0,934189	0,556325	24,3348	0,0199183	1,7535	22:28:47	30.10.2023
0,31171	0,779906	1,11188	0,934465	0,555253	24,4201	0,0204982	1,60827	22:29:47	30.10.2023
0,310391	0,779588	1,11307	0,933663	0,556459	24,3416	0,020504	1,61905	22:30:47	30.10.2023
0,312922	0,780524	1,11343	0,934361	0,555732	24,3788	0,0212199	1,73734	22:31:47	30.10.2023
0,310492	0,781515	1,11254	0,933375	0,556186	24,3426	0,0207536	1,73372	22:32:47	30.10.2023
0,310144	0,779894	1,11282	0,934009	0,555792	24,3453	0,0201939	1,74057	22:33:47	30.10.2023
0,312214	0,781104	1,1101	0,93538	0,557077	24,3829	0,020446	1,61919	22:34:47	30.10.2023
0,312714	0,777756	1,11069	0,935123	0,556367	24,403	0,0196906	1,61272	22:35:47	30.10.2023
0,311153	0,780815	1,11081	0,93622	0,556115	24,4064	0,019152	1,7282	22:36:47	30.10.2023
0,31165	0,7789	1,11149	0,934676	0,556828	24,3768	0,0203201	1,75968	22:37:47	30.10.2023
0,310303	0,780512	1,11038	0,93455	0,556791	24,3318	0,0206834	1,7289	22:38:47	30.10.2023
0,312459	0,777541	1,10957	0,934521	0,556704	24,3542	0,0202144	1,63011	22:39:47	30.10.2023
0,313729	0,779765	1,11108	0,934417	0,55623	24,3313	0,0208083	1,73367	22:40:47	30.10.2023
0,312381	0,778172	1,11219	0,934517	0,556537	24,3373	0,0204462	1,6401	22:41:47	30.10.2023
0,311181	0,779016	1,10985	0,9347	0,556485	24,333	0,0197206	1,7527	22:42:47	30.10.2023
0,312224	0,777896	1,10885	0,935459	0,555343	24,3529	0,0202418	1,75645	22:43:47	30.10.2023
0,313735	0,779413	1,10849	0,934412	0,55641	24,335	0,0215248	1,76119	22:44:47	30.10.2023
0,313206	0,777425	1,10813	0,936503	0,555295	24,378	0,0205793	1,63289	22:45:47	30.10.2023
0,312665	0,778907	1,10928	0,934436	0,555405	24,3674	0,021736	1,72775	22:46:47	30.10.2023
0,312291	0,778631	1,10816	0,934123	0,555794	24,3218	0,020499	1,7599	22:47:47	30.10.2023
0,310979	0,778988	1,10881	0,934301	0,55612	24,3344	0,0207164	1,75848	22:48:47	30.10.2023
0,311795	0,778606	1,1084	0,933966	0,555594	24,3404	0,0213609	1,76427	22:49:47	30.10.2023
0,312785	0,778647	1,1089	0,933335	0,557239	24,2442	0,0203925	1,63542	22:50:47	30.10.2023
0,312189	0,779121	1,10891	0,931604	0,555558	24,2868	0,020477	1,74555	22:51:47	30.10.2023
0,312616	0,775846	1,11004	0,934586	0,555618	24,3299	0,021059	1,7602	22:52:47	30.10.2023
0,312416	0,779886	1,10877	0,93442	0,555567	24,3839	0,0200651	1,63897	22:53:47	30.10.2023
0,311972	0,778162	1,11136	0,934071	0,555884	24,3693	0,0211472	1,73053	22:54:47	30.10.2023
0,313146	0,779176	1,11152	0,933131	0,556779	24,3391	0,0215622	1,74653	22:55:47	30.10.2023
0,312433	0,7778	1,10935	0,932657	0,556303	24,3405	0,0212054	1,76599	22:56:47	30.10.2023
0,312119	0,779387	1,10846	0,932427	0,555919	24,2994	0,993047	1,76397	22:57:47	30.10.2023
0,415178	0,874808	1,13154	0,975292	0,572326	24,3309	1,00371	1,74682	22:58:47	30.10.2023
0,746742	1,1861	1,34852	1,28019	0,684895	24,3359	1,00209	1,76471	22:59:47	30.10.2023
1,06909	1,50237	1,61457	1,5984	0,803801	24,3093	1,00262	1,75225	23:00:47	30.10.2023
1,29214	1,73875	1,83482	1,83326	0,894275	24,362	1,00188	1,76063	23:01:47	30.10.2023
1,41627	1,8992	1,99102	1,99175	0,955341	24,2952	1,00184	1,75731	23:02:47	30.10.2023
1,46325	2,00861	2,097	2,08289	0,996907	24,3686	1,00073	1,76347	23:03:47	30.10.2023
1,46478	2,07565	2,16108	2,12942	1,02244	24,3981	1,00103	1,76519	23:04:47	30.10.2023
1,43461	2,11755	2,20233	2,14933	1,03808	24,3438	1,00192	1,74549	23:05:47	30.10.2023
1,38577	2,14623	2,22335	2,15246	1,04756	24,3547	1,00094	1,72923	23:06:47	30.10.2023
1,34399	2,16013	2,23745	2,14705	1,05514	24,35	1,00222	1,74915	23:07:47	30.10.2023
1,30783	2,171	2,24253	2,13409	1,05776	24,4359	1,00138	1,6183	23:08:47	30.10.2023
1,27288	2,17132	2,24022	2,11778	1,0595	24,3791	1,00124	1,76524	23:09:47	30.10.2023
1,24395	2,17613	2,23586	2,10206	1,0607	24,4011	1,00083	1,64146	23:10:47	30.10.2023
1,21524	2,17216	2,23006	2,08866	1,05908	24,3144	1,00011	1,63014	23:11:47	30.10.2023
1,19543	2,16823	2,22576	2,07865	1,05994	24,3555	1,0024	1,75073	23:12:47	30.10.2023
1,17688	2,16748	2,21908	2,06533	1,0579	24,3578	1,00166	1,7308	23:13:47	30.10.2023
1,16297	2,1628	2,21393	2,05782	1,05792	24,327	1,00156	1,73826	23:14:47	30.10.2023
1,15131	2,15931	2,20594	2,04912	1,05634	24,305	1,00089	1,76368	23:15:47	30.10.2023
1,13899	2,15803	2,20125	2,04383	1,05622	24,272	1,00124	1,60902	23:16:47	30.10.2023
1,13102	2,15486	2,19924	2,03978	1,05447	24,4059	1,00065	1,63697	23:17:47	30.10.2023
1,11959	2,14987	2,19433	2,03446	1,05393	24,3182	1,00127	1,72736	23:18:47	30.10.2023
1,11299	2,14567	2,19016	2,02633	1,05336	24,2737	1,00157	1,7413	23:19:47	30.10.2023
1,1073	2,1451	2,18582	2,02314	1,05237	24,3577	1,00108	1,64795	23:20:47	30.10.2023
1,10062	2,13953	2,182	2,02238	1,05119	24,3532	1,00098	1,76243	23:21:47	30.10.2023
1,09204	2,13662	2,18329	2,01724	1,05175	24,3625	1,00073	1,63735	23:22:47	30.10.2023
1,08648	2,13382	2,18125	2,01244	1,0506	24,3169	0,999787	1,6233	23:23:47	30.10.2023
1,08136	2,12947	2,17981	2,00983	1,05019	24,3295	1,0003	1,6664	23:24:47	30.10.2023
1,07552	2,12653	2,18032	2,00942	1,04989	24,3373	1,00094	1,73894	23:25:47	30.10.2023
1,07021	2,1236	2,17785	2,00681	1,04999	24,336	1,00052	1,64234	23:26:47	30.10.2023
1,067	2,12292	2,17913	2,00747	1,05045	24,3422	1,00199	1,76409	23:27:47	30.10.2023
1,06502	2,11725	2,17678	2,00352	1,04997	24,3145	1,00109	1,73539	23:28:47	30.10.2023
1,05747	2,11717	2,17661	2,00228	1,04927	24,328	1,00055	1,73245	23:29:47	30.10.2023
1,05424	2,1132	2,17736	2,0011	1,04794	24,3513	1,00069	1,74891	23:30:47	30.10.2023
1,04762	2,10884	2,17707	1,99904	1,04808	24,347	1,00023	1,72956	23:31:47	30.10.2023
1,04497	2,10814	2,17753	1,99623	1,04795	24,3484	1,00231	1,62973	23:32:47	30.10.2023
1,0403	2,10631	2,17953	1,99444	1,04752	24,4053	1,00102	1,75182	23:33:47	30.10.2023
1,03524	2,10126	2,17897	1,99345	1,04594	24,3471	1,00099	1,73083	23:34:47	30.10.2023
1,03246	2,09993	2,18151	1,99004	1,04532	24,302	1,00069	1,73441	23:35:47	30.10.2023
1,02768	2,09892	2,17983	1,98782	1,04573	24,2692	1,00087	1,71892	23:36:47	30.10.2023
1,02342	2,09546	2,17941	1,98674	1,04598	24,3385	1,00139	1,73591	23:37:47	30.10.2023
1,01606	2,09528	2,17951	1,98395	1,04573	24,3361	1,00101	1,73728	23:38:47	30.10.2023
1,01581	2,09267	2,17871	1,98298	1,04519	24,4158	1,00092	1,64239	23:39:47	30.10.2023
1,00967	2,08914	2,17989	1,98051	1,0459	24,3198	1,00221	1,76527	23:40:47	30.10.2023
1,00689	2,0855	2,17986	1,9774	1,04579	24,38	1,00181	1,76351	23:41:47	30.10.2023
1,00537	2,0863	2,17904	1,97421	1,04606	24,3627	1,00206	1,76115	23:42:47	30.10.2023
1,00105	2,08378	2,17874	1,97341	1,04636	24,3009	1,00133	1,72978	23:43:47	30.10.2023
0,996778	2,08041	2,17972	1,97169	1,04501	24,3869	1,00257	1,75745	23:44:47	30.10.2023
0,99483	2,08041	2,18004	1,97041	1,04547	24,3145	1,00191	1,60427	23:45:47	30.10.2023
0,991899	2,07835	2,18198	1,96902	1,0457	24,4075	1,00174	1,74421	23:46:47	30.10.2023
0,990002	2,0759	2,18261	1,9642	1,04493	24,319	1,00133	1,74873	23:47:47	30.10.2023
0,985623	2,07207	2,1822	1,96433	1,04534	24,4238	1,00172	1,64189	23:48:47	30.10.2023
0,983013	2,07364	2,18159	1,96148	1,0459	24,3642	1,00135	1,61438	23:49:47	30.10.2023
0,977895	2,06956	2,17985	1,95757	1,04576	24,4263	1,00083	1,73159	23:50:47	30.10.2023
0,977436	2,0671	2,18192	1,95676	1,04677	24,3284	1,00068	1,74973	23:51:47	30.10.2023
0,971464	2,06846	2,18073	1,95402	1,04559	24,3187	1,00077	1,62103	23:52:47	30.10.2023
0,969653	2,06352	2,18005	1,9546	1,04518	24,3047	1,00206	1,75883	23:53:47	30.10.2023
0,966449	2,06474	2,18135	1,95202	1,04627	24,3445	1,0025	1,73098	23:54:47	30.10.2023
0,964541	2,06104	2,18375	1,95167	1,04664	24,3374	1,00157	1,74435	23:55:47	30.10.2023
0,957858	2,0579	2,18311	1,94913	1,04622	24,3529	1,00172	1,63889	23:56:47	30.10.2023
0,953578	2,05871	2,18123	1,94729	1,04648	24,3715	1,00094	1,72848	23:57:47	30.10.2023
0,954176	2,0577	2,18283	1,94819	1,04566	24,3192	1,00172	1,63957	23:58:47	30.10.2023
